original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,keywords,cast_size,crew_size,director
Mary Poppins Returns,en,False,130000000,/3pvIMjJps4uJr5NOmolY0MXvTYD.jpg,https://movies.disney.com/mary-poppins-returns,400650,tt5028340,56.415,/uTVGku4LibMGyKgQvjBtv3OYfAX.jpg,2018-12-13,348807090,131,Released,Magic Always Returns.,Mary Poppins Returns,False,6.5,2444,"Fantasy,Family,Comedy,","Walt Disney Pictures,Marc Platt Productions,Lucamar Productions,",Mary Poppins Collection,"en,","US,",2,"london, england,based on novel or book,nanny,magic,musical,sequel,family relationships,animated scene,female protagonist,housekeeper,family,discipline,depression era,live action and animation,1930s,",77,203,"Rob Marshall,"
ドラゴンボール超スーパー ブロリー,ja,False,1000000,/6OTRuxpwUUGbmCX3MKP25dOmo59.jpg,http://www.dbmovie-20th.com/,503314,tt7961060,53.207,/f03YksE4NggUjG75toz4H1YAGRf.jpg,2018-12-14,125002821,101,Released,A new adventure to become the strongest begins.,Dragon Ball Super: Broly,False,7.8,1750,"Action,Science Fiction,Animation,","Toei Animation,Fox International Productions,Shueisha,Fuji Television Network,Bandai Namco Entertainment,",Dragon Ball Super Collection,"ja,","JP,US,",1,"space battle,transformation,resurrection,reboot,alien race,anime,",28,30,"Tatsuya Nagamine,"
리벤져,ko,False,0,/sZ5qDlUT2PbMGrspLFvJ68jlje8.jpg,,557968,tt9426186,45.885,/7zUTOTCi5PfvboAOYFgDf6vejmr.jpg,2018-12-06,0,102,Released,,Revenger,False,5.4,74,"Action,","Green Fish Pictures,Little Big Pictures,Landmark Asia Holdings,Musa Productions,",,"en,id,ko,","KR,",1,"martial arts,ex-cop,remote island,island prison,revenge plot,",17,10,"Lee Seung-won,"
LEGO Jurassic World: The Secret Exhibit,en,False,0,/gtqqX843aL9OqIHhFCGnCyItk7y.jpg,https://www.nbc.com/lego-jurassic-world-the-secret-exhibit,565989,tt9322614,45.558,/v0hr8LOIpsobvVm7FogxaIg7gLx.jpg,2018-11-29,0,48,Released,Take a trip to Jurassic World with Owen and Claire in this LEGO prequel adventure.,LEGO Jurassic World: The Secret Exhibit,False,6.9,11,"Animation,Comedy,Family,","Universal Animation Studios,Atomic Cartoons,",LEGO Jurassic World Collection,"es,fr,en,it,","US,",0,"dinosaur,lego,",7,62,"Andrew Duncan,"
Between Worlds,en,False,0,/3SrCDYkkibQ97zjdvf0NhTLTe3I.jpg,,500921,tt7295450,44.954,/wfxqobg0Do8OwIO6IUM7LWHF1mV.jpg,2018-12-21,0,90,Released,Vengeance Is Born In Hell,Between Worlds,False,5.1,124,"Action,Mystery,Thriller,Science Fiction,","Rise Up,Voltage Pictures,",,"en,","ES,",1,"spirit,woman director,lost soul,",21,75,"Maria Pulera,"
Robin Hood,en,False,100000000,/zSJT1sKGRKcmP4I9b8dIOuepw6I.jpg,https://www.robinhood.movie,375588,tt4532826,43.519,/AiRfixFcfTkNbn2A73qVJPlpkUo.jpg,2018-11-21,86493046,116,Released,The legend you know. The story you don't.,Robin Hood,False,5.9,2103,"Adventure,Action,Thriller,","Appian Way,Safehouse Pictures,Summit Entertainment,Thunder Road,",,"en,","US,",1,"sheriff,robin hood,archer,thief,steampunk,nottingham,sherwood forest,middle ages,medieval,hoodie,",30,227,"Otto Bathurst,"
Overlord,en,False,38000000,/sHNC8hjAu4ZKXYhG3cp8ghRZ02B.jpg,http://www.overlordmovie.com,438799,tt4530422,43.462,/l76Rgp32z2UxjULApxGXAPpYdAP.jpg,2018-11-01,41657844,110,Released,Stop the unstoppable,Overlord,False,6.7,1882,"Horror,War,Science Fiction,","Bad Robot,Paramount,",,"en,fr,de,ru,","CA,US,",2,"france,world war ii,nazi,normandy, france,village,serum,d-day,laboratory,explosion,behind enemy lines,paratrooper,1940s,scientific experiment,brutal violence,black soldier,",39,120,"Julius Avery,"
Bird Box,en,False,19800000,/zzaFYbbn2jRhE1eAoqsS2LWR3EA.jpg,https://www.netflix.com/title/80196789,405774,tt2737304,41.174,/rGfGfgL2pEPCfhIvqHXieXFn7gp.jpg,2018-12-13,0,124,Released,Never lose sight of survival,Bird Box,False,6.9,7115,"Thriller,Drama,Science Fiction,","Bluegrass Films,Chris Morgan Productions,",Bird Box Collection,"en,","US,",3,"based on novel or book,post-apocalyptic future,blindfold,doomsday,survival horror,woman director,white water rafting,",30,70,"Susanne Bier,"
The Princess Switch,en,False,0,/eZeKHAqNsDAG6r8hi4sMzwqHn5n.jpg,https://www.netflix.com/title/80242926,556803,tt8954732,39.443,/A8XgZE8CsHiYN243MEd07GLCep.jpg,2018-11-16,0,101,Released,,The Princess Switch,False,7.1,1703,"Romance,","Motion Picture Corporation of America,",The Princess Switch Collection,"en,","US,",2,"royalty,look-alike,identity swap,christmas,",17,18,"Mike Rohl,"
L'Empereur de Paris,fr,False,0,/9lS59Fwxwe6nPntp0Otp52NTyJC.jpg,,478820,tt7025976,36.682,/6uCmrmGVVBlKCice9WeuTsZgWOH.jpg,2018-12-19,0,121,Released,Fugitive. Detective. Legend.,The Emperor of Paris,False,6.4,324,"Drama,Crime,Thriller,","France 2 Cinéma,Gaumont,Mandarin Production,France 3 Cinéma,SCOPE Pictures,CN6 Productions,BNP Paribas,Actes Prolétariens,120 Films,Entourage Pictures,Canal+,Ciné+,France Télévisions,",,"fr,","BE,FR,",0,"paris, france,historical figure,escaped convict,based on a true story,historical fiction,criminal underworld,criminal mastermind,napoleonic wars,historically inaccurate,19th century,reformed criminal,toulon, france,prison hulk,",44,26,"Jean-François Richet,"
Sanctuary Population One,en,False,225000,/iRmZHJbjrxTwWMSoSJQ6GyzBilp.jpg,http://www.digimassfilms.com/sanctuary-population-one.html,586334,tt8470668,36.405,/lfdca1dN9pN62fc0y01U8ssAr5K.jpg,2018-12-01,0,76,Released,His planet is sick. His people are sick. And he's sick of rules.,Sanctuary Population One,False,5.3,7,"Science Fiction,Action,Drama,Adventure,Thriller,","CJ Entertainment Turkey,",,"en,","US,",0,"apocalypse,infected,post apocalyptic,",23,1,"Lilly Heart Marriott,"
Mia et le lion blanc,fr,False,0,/aiyXOx5rU7UqYbToD3yDqoFY1gD.jpg,https://www.miaandthewhitelion.movie,498248,tt4844148,34.904,/zXfwBeYe0RnqsJ0dnBoFTB4SSrG.jpg,2018-12-26,0,98,Released,Friendship is the wildest adventure of all,Mia and the White Lion,False,7.4,581,"Adventure,Family,","M6 Films,Film Afrika Worldwide,Pandora Film,Galatée Films,Outside Films,StudioCanal,Canal+,Ciné+,M6,W9,Film- und Medienstiftung NRW,",,"en,fr,","ZA,DE,FR,",0,"south africa,lion cub,football (soccer) fan,runaway child,white lion,christmas gift,",28,31,"Gilles de Maistre,"
Once Upon a Deadpool,en,False,0,/7RqpTZq0mPpTcEwZ6qqwRZAFoLe.jpg,https://www.foxmovies.com/movies/once-upon-a-deadpool,567604,,33.648,/5Ka49BWWyKMXr93YMbH5wLN7aAM.jpg,2018-12-11,0,117,Released,Yule believe in miracles,Once Upon a Deadpool,False,7.0,434,"Comedy,Action,","Marvel Entertainment,20th Century Fox,",,"en,","US,",1,"based on comic,christmas,",38,11,"David Leitch,"
GODZILLA -星を喰う者-,ja,False,0,/yIezbQSD95bczPIjpPLTlLly6Mo.jpg,http://godzilla-anime.com,536115,tt8478602,33.404,/fOA44BITFth0u4hMSOUgpK0kM6t.jpg,2018-11-03,0,90,Released,Bow down and worship the golden demise,Godzilla: The Planet Eater,False,6.2,149,"Science Fiction,Action,Adventure,Fantasy,Animation,","Polygon Pictures,",Godzilla Anime Trilogy,"ja,","JP,",0,"king ghidorah,",14,3,"Hiroyuki Seshita,"
Mowgli: Legend of the Jungle,en,False,175000000,/pApaVlxJCp2o4mrzCAD3AaLjq77.jpg,https://www.netflix.com/title/80993105,407436,tt2388771,33.315,/clRnzMsFoMIdC7I5JsG6dnnHH8l.jpg,2018-11-25,0,105,Released,The greatest journey is finding where you belong,Mowgli: Legend of the Jungle,False,6.6,1926,"Adventure,Drama,","The Imaginarium,Warner Bros. Pictures,",,"en,hi,","GB,US,",2,"hunter,based on novel or book,wolf,tiger,panther,bear,coming of age,anthropomorphism,live action remake,",18,111,"Andy Serkis,"
Widows,en,False,42000000,/tkri1hMrb1FhWfb2bWpprsvq9Sd.jpg,http://widowsmovie.com,401469,tt4218572,32.563,/d31SGJSaX29ba5ZUbZcesGoDE7I.jpg,2018-11-06,73866088,129,Released,Left with nothing. Capable of anything.,Widows,False,6.5,1555,"Crime,Thriller,","New Regency Pictures,See-Saw Films,Film4 Productions,Lammas Park,Regency Enterprises,",,"en,pl,es,","US,GB,",5,"chicago, illinois,politics,politician,remake,flashback,heist,betrayal,money,violence,car chase,mob boss,",67,143,"Steve McQueen,"
마약왕,ko,False,0,/4PS3QS70Jt1WHhgYXGeogTUjl1G.jpg,,497370,tt6914542,32.345,/d3n0mUGIqISBjke1hrGVkF7P6CZ.jpg,2018-12-19,0,139,Released,He who was a criminal and a patriot,The Drug King,False,6.2,54,"Crime,Action,Drama,","Showbox,Hive Media Corp,",,"en,ja,pt,ko,","KR,",0,"drug abuse,1970s,yakuza,drug traffic,drug dealer,based on a true story,osaka japan,methamphetamine,police corruption,drug lord,political corruption,1980s,busan, south korea,jeweller,",31,22,"Woo Min-ho,"
Beyond White Space,en,False,0,/dNavgFrTFcojvhRuvlwSYrV7zo9.jpg,,560704,tt1977094,32.302,/9IU1Z334s1ssVVU1L2QnMQv77w5.jpg,2018-12-14,0,93,Released,,Beyond White Space,False,4.6,55,"Science Fiction,Thriller,","Spoke Lane Entertainment,Filmworks/FX,White Space Productions,",,"en,","US,HU,",0,"mammoth,black market,future,pirate gang,brother,death of father,harvest,deep space,2100s,fishing vessel,leviathan,scavengers,",7,61,"Ken Locsmandi,"
Green Book,en,False,23000000,/2Xe9lISpwXKhvKiHttbFfVRERQX.jpg,http://GreenBookFilm.com,490132,tt6966692,31.352,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,2018-11-16,319700000,130,Released,Inspired by a True Friendship,Green Book,False,8.3,7170,"Drama,Comedy,","Participant Media,Universal Pictures,",,"en,it,","US,",4,"southern usa,friendship,racism,pianist,driver,lgbt,music tour,1960s,roadtrip,",54,89,"Peter Farrelly,"
Backtrace,en,False,0,/pAAtboNfkzPkvKnMqHC9jvj19ol.jpg,,512412,tt3588588,29.629,/gM14jePY6dxg3ORWJCJN3YpQOWh.jpg,2018-12-14,0,87,Released,Some crimes never let you go,Backtrace,False,5.5,127,"Crime,Thriller,","Diamond Films,Highland Film Group,Ingenious Media,Potato Eater Productions,Lionsgate,The Fyzz,EFO Films,Happinet Pictures,",,"en,","US,CA,",0,"prison,thief,armored car robbery,experimental drug,",23,66,"Brian A. Miller,"
ニセコイ,ja,False,0,/3LfMupK3F1jzgdVBpfryMgxh4nL.jpg,http://nisekoi-movie.jp/,520541,tt8319778,29.31,/ebpigYVyn15zk529uGe1Dj78KhX.jpg,2018-12-21,0,117,Released,,Nisekoi: False Love,False,6.2,10,"Romance,Comedy,","Toho Company, Ltd.,",,"ja,","JP,",0,,9,4,"Hayato Kawai,"
Outlaw King,en,False,0,/lpyBAL1BgH9TScrIHVWkmw8zhzJ.jpg,https://www.netflix.com/title/80190859,454227,tt6679794,27.934,/rT49ousKUWN3dV7UlhaC9onTNdl.jpg,2018-11-09,0,122,Released,Based on the untold true story,Outlaw King,False,6.8,990,"History,Action,Drama,","Anonymous Content,Sigma Films,Clockwork Sessions,",,"en,fr,","GB,US,",2,"scotland,castle,exile,biography,uprising,period drama,historical drama,scottish highlands,14th century,scottish history,",59,23,"David Mackenzie,"
An Ordinary Man,en,False,6000000,/b48yqgYlaA9EZdCjh1EAtPe12fY.jpg,,405965,tt1785288,27.804,/qc2mu3aYUDhdDCcrgvQWiQ4rMp1.jpg,2018-11-29,0,90,Released,,An Ordinary Man,False,6.7,38,"Action,Drama,War,","Enderby Entertainment,Reveal Entertainment,lavender pictures,",,"en,","US,GB,RS,",0,"maid,war criminal,",15,8,"Brad Silberling,"
PMC: 더 벙커,ko,False,0,/4m5Uc7Z38kv0qV6kf65tuEfsLDU.jpg,http://www.cj-entertainment.com/movie/take-point/,557972,tt7156436,27.627,/u9xBvG0BE2yf1L9KknQEnQl6CfF.jpg,2018-12-26,0,124,Released,,Take Point,False,7.3,66,"Action,","CJ Entertainment,Perfect Storm Film,",,"en,ko,","KR,",0,"bunker,missile,mercenary,parachute,missile threat,dmz,private military company,inter-korean relations,",22,23,"Kim Byung-woo,"
Superlópez,es,False,5200000,/a2wNCt97RgSs5b8wG5Gztv0GrDV.jpg,,457915,tt4110388,27.53,/7doCBDNnEITiRg4LPI7wK1jdb4p.jpg,2018-11-23,12496155,108,Released,The Superhero This Country Doesn't Need Has Just Arrived,Superlopez,False,4.9,144,"Comedy,","Zeta Cinema,Telecinco Cinema,La Gran Superproducción,Movistar+,Mogambo Films,",,"es,","ES,",0,"superhero,based on comic,parody,super power,",20,17,"Javier Ruiz Caldera,"
Robin Hood: The Rebellion,en,False,0,/fkV3CCVaKS2teX6hRvSwp9Ztu1Z.jpg,,549165,tt7052244,26.061,/yYbJl9D2woKQTXVOaQs01Qs7CCa.jpg,2018-11-05,0,92,Released,,Robin Hood: The Rebellion,False,5.0,54,"History,Action,Adventure,","Picture Perfect,",,"en,","GB,",0,"robin hood,",31,19,"Nicholas Winter,"
Instant Family,en,False,48000000,/mLHApYe5zuYb5UE0PWzkkgjMgmG.jpg,https://www.instantfamilymovie.com,491418,tt7401588,25.441,/dic3GdmMpxxfkCQfvZnasb5ZkSG.jpg,2018-11-16,14700000,118,Released,Just add chaos laughter awkwardness mistakes love,Instant Family,False,7.6,1720,"Comedy,Drama,","Closest to the Hole Productions,Paramount,Leverage Entertainment,Paramount Pictures International,",,"en,","US,",1,"adoption,social worker,based on a true story,parenting,foster family,lgbt,substance abuse,family dog,",47,27,"Sean Anders,"
The Ballad of Buster Scruggs,en,False,0,/8ZwaQCK7awHyK9Oqt4y16dl6w6Y.jpg,https://www.netflix.com/title/80200267,537996,tt6412452,24.312,/gfKQYMmQPDouQ9ts8DXOfutYZKD.jpg,2018-11-09,0,132,Released,Stories live forever. People don't.,The Ballad of Buster Scruggs,False,7.2,2622,"Comedy,Drama,Western,","Annapurna Pictures,Annapurna Television,Mike Zoss Productions,",,"en,","US,",0,"prostitute,musical,anthology,parody,native american,bank robbery,stagecoach,cowboy,wagon train,singing cowboy,american west,the old west,",37,61,"Ethan Coen,"
機動戦士ガンダムNT,ja,False,0,/j8036xB728bq3vbigJLak1Z381F.jpg,http://gundam-nt.net/,553610,tt9497146,22.804,/rIsX9sjbgRmxQ2S9U4KuCePO96w.jpg,2018-11-30,0,90,Released,The Destination of the Newtype Myth.,Mobile Suit Gundam Narrative,False,8.3,4,"Animation,Science Fiction,Action,","SUNRISE,",,"ja,","JP,",1,"anime,",6,6,"Shunichi Yoshizawa,"
葉問外傳：張天志,cn,False,0,/grtVFGJ4ts0nDAPpc1JWbBoVKTu.jpg,,450001,tt7262882,22.716,/6VxEvOF7QDovsG6ro9OVyjH07LF.jpg,2018-12-20,21832649,107,Released,,Master Z: Ip Man Legacy,False,5.7,266,"Action,","Pegasus Motion Pictures,",,"cn,zh,en,","HK,CN,",0,"martial arts,",11,9,"Yuen Woo-ping,"
Agatha and the Truth of Murder,en,False,0,/jHHaLH1ZFNaIjIQqZDN1f6hq12K.jpg,https://www.dsp.tv/productions/agatha-and-the-truth-of-murder,570352,tt9381998,22.617,/c9RzNEpejLkEBVH7cGNekpec8hS.jpg,2018-12-23,77542,93,Released,Some people have a taste for murder…,Agatha and the Truth of Murder,False,6.2,71,"Drama,Mystery,","DSP,",,"en,","GB,",0,"husband wife relationship,whodunit,historical fiction,english countryside,murder mystery,1920s,female writer,agatha christie,",19,36,"Terry Loane,"
Welcome Home,en,False,0,/1hrexCNSKU8SZ2rgl2UvBvcqs1M.jpg,,525460,tt6829180,22.585,/hZVlM6Eco8dyedK637E883gdeHg.jpg,2018-11-16,0,97,Released,Betrayal hurts. Jealousy kills.,Welcome Home,False,5.1,211,"Thriller,Horror,","AMBI Group,Star Thrower Entertainment,Voltage Pictures,",,"en,","US,",0,"italy,vacation,murder,unfaithfulness,surveillance,",10,23,"George Ratliff,"
Ben Is Back,en,False,13000000,/tEEKFiUpZSVxQYXfh5mwYiQpzj3.jpg,http://benisbackmovie.com,492452,tt7545524,22.471,/eSPiprXuWqwMGi6t8BkdiTz9Ou3.jpg,2018-12-05,0,103,Released,One family. One day.,Ben Is Back,False,6.6,631,"Drama,","Black Bear Pictures,Color Force,30WEST,",,"en,","US,",0,"drug rehabilitation,drug addict,yonkers, new york,christmas,mother son relationship,stolen dog,",18,14,"Peter Hedges,"
30 Miles from Nowhere,en,False,120000,/6xvblwhm03QygPvqs3W6VqmFTVV.jpg,,564082,tt7316576,22.42,/lhiUh9HudEdlXoOix1vwawfFfZG.jpg,2018-11-24,0,83,Released,The fight for survival begins,30 Miles from Nowhere,False,4.2,28,"Horror,Comedy,","Film Camp,",,,"US,",0,"cabin in the woods,",10,23,"Caitlin Koller,"
The Favourite,en,False,15000000,/ph5fElfh4U7O3jwhFljxz2LDp1l.jpg,http://thefavouritemovie.com,375262,tt5083738,22.271,/cwBq0onfmeilU5xgqNNjJAMPfpw.jpg,2018-11-23,82124805,120,Released,,The Favourite,False,7.6,3636,"Drama,History,Comedy,","Waypoint Entertainment,Element Pictures,Scarlet Films,Film4 Productions,Fox Searchlight Pictures,",,"en,","IE,GB,US,",5,"great britain,queen,rivalry,rabbit,lgbt,18th century,duchess,aristocracy,british monarchy,war of the spanish succession,drop disease,",32,28,"Yorgos Lanthimos,"
100 Dinge,de,False,0,/tMih4hMAN426ecDijD03psjhxDu.jpg,,546630,tt8129794,22.147,/fhakYqw01tBA679Q0nL7524bPtI.jpg,2018-12-06,0,111,Released,,100 Things,False,6.7,124,"Comedy,","Pantaleon Films,Warner Bros. Film Productions Germany,Erfftal Film- & Fernsehproduktion GmbH & Co. KG,",,"de,","DE,",0,,14,40,"Florian David Fitz,"
The Clovehitch Killer,en,False,0,/ePUiV46j9YpSVhd6runagzqVDX3.jpg,http://www.ifcfilms.com/films/the-clovehitch-killer,544431,tt6269368,21.864,/6NmsbUJqnopbnLun2E4KvtVNj8T.jpg,2018-11-16,0,109,Released,,The Clovehitch Killer,False,6.4,294,"Mystery,Thriller,Crime,Drama,","End Cue,IFC Midnight,",,"en,","US,",1,"investigation,coming of age,serial killer,psychological thriller,church,surveillance,dark past,boy scouts,sadistic psychopath,1990s,urban gothic,father son relationship,case file,",18,27,"Duncan Skiles,"
Elliot: The Littlest Reindeer,en,False,0,/2Djp1gHsUsbf2YpvyoihXecGXPi.jpg,https://thelittlestreindeer.com,455842,tt4177856,21.557,/sYq809WTep01HO5oJR9o9VbEDJv.jpg,2018-11-08,0,89,Released,Big Dreamers Dream Big,Elliot: The Littlest Reindeer,False,6.1,42,"Animation,Family,Adventure,","Double Dutch International,Elgin Road Productions,Awesometown Entertainment,",,"en,","CA,",0,"holiday,santa claus,horse,retirement,reindeer,north pole,christmas,",18,17,"Jennifer Westcott,"
T-34,ru,False,8000000,/3QVSM3DYxvov57j25vxDNJGHUpQ.jpg,,505954,tt8820590,21.541,/jqBIHiSglRfNxjh1zodHLa9E7zW.jpg,2018-12-27,36220872,139,Released,Fast And Furious On Tanks,T-34,False,6.8,481,"War,Action,Drama,History,","AMedia,Mars Media Entertainment,",,"de,ru,","RU,",0,"world war ii,nazi,tank,tank battle,concentration camp escape,",39,14,"Alexey Sidorov,"
Ternet Ninja,da,False,0,/9s30XbfHZB9gcoQpm1P3i1hcGgH.jpg,,523536,tt7367960,21.061,/dzN5xbp73TI7pjEqZ66ECNxdWJl.jpg,2018-12-25,0,81,Released,,Checkered Ninja,False,7.2,61,"Animation,Comedy,Adventure,Fantasy,Family,","A. Film Production,Sudoku,Pop Up Production,",,"da,","DK,",0,"ninja,",7,9,"Anders Matthesen,"
A Private War,en,False,0,/a34Q2xknjRKhcG9ZMDa7FjkP05H.jpg,https://www.aprivatewarfilm.com/,475132,tt2368254,20.686,/pAh6uDR9bBznybiJCVYZNJmjg63.jpg,2018-11-16,0,106,Released,The Most Powerful Weapon Is The Truth,A Private War,False,6.9,295,"Drama,War,","Kamala Films,Thunder Road,Denver and Delilah Productions,Savvy Media Holdings,",,"es,en,it,","GB,US,",1,"journalist,war correspondent,biography,middle east conflict,syria,based on magazine, newspaper or article,",26,99,"Matthew Heineman,"
Second Act,en,False,16000000,/3lPSZKj43zTub1tdBZWhTRaKgUW.jpg,https://www.secondact.movie/,503616,tt2126357,20.328,/maUMIZVGs8g1hYtq4dQ9Lg9FtVF.jpg,2018-11-22,72282227,100,Released,Her talent was real. Her résumé was not.,Second Act,False,6.2,776,"Romance,Comedy,","STX Entertainment,Nuyorican Productions,Universal Pictures,",,"en,","US,",0,"mother,career woman,forty something,second chance,job hunting,facebook,career resurrection,finance,",33,31,"Peter Segal,"
The Mule,en,False,50000000,/h51DdjaDD2aPu1fLHsmpJaaJinS.jpg,http://www.themulefilm.com,504172,tt7959026,19.346,/klazQbxk3yfuZ8JcfO9jdKOZQJ7.jpg,2018-12-14,174804407,117,Released,Nobody Runs Forever,The Mule,False,6.7,3218,"Crime,Drama,Thriller,","Imperative Entertainment,Bron Studios,Malpaso Productions,Warner Bros. Pictures,Creative Wealth Media Finance,",,"en,es,","CA,US,",2,"mexico,drug crime,drug mule,based on a true story,drug cartel,dea agent,korean war veteran,based on magazine, newspaper or article,2000s,sinaloa,",71,89,"Clint Eastwood,"
