original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,keywords,cast_size,crew_size,director
12 Strong,en,False,35000000,/x5EUEv1N9g4BCX9GQXKvv3nqMVo.jpg,https://12strongmovie.com,429351,tt1413492,42.356,/j18021qCeRi3yUBtqd2UFj1c0RQ.jpg,2018-01-16,67450815,130,Released,The declassified true story of the horse soldiers,12 Strong,False,6.0,1970,"Drama,Action,History,War,","Torridon Films,Alcon Entertainment,Black Label Media,Jerry Bruckheimer Films,Lionsgate,16:14 Entertainment,",,"en,","US,",1,"cia,based on novel or book,afghanistan,taliban,based on a true story,post 9/11,",52,149,"Nicolai Fuglsig,"
치즈인더트랩,ko,False,0,/CLThrvZR4DuuslyW6ECuwebwkm.jpg,,471335,tt6886062,44.288,/jG1nfIvkSpwlEt2EeAG6oGFKyqY.jpg,2018-03-14,0,113,Released,,Cheese in the Trap,False,5.7,16,"Romance,Drama,Thriller,","Mountain Movement Story,Little Big Pictures,",,"ko,","KR,",0,"based on comic,",9,9,"Kim Je-young,"
"Paul, Apostle of Christ",en,False,5000000,/euAMcJLG26pW1kv4kPEtVEwwroQ.jpg,http://www.paulmovie.com/,476968,tt7388562,43.268,/2NUXG94dGMKYgJL1BkJGKynMb3l.jpg,2018-03-23,22525668,108,Released,Where sin abounds... grace abounds more,"Paul, Apostle of Christ",False,6.9,155,"History,Drama,","Outside Da Box,Affirm Films,ODB Films,",,"es,en,","US,",0,"roman empire,bible,nero,1st century,christian film,",25,15,"Andrew Hyatt,"
Insidious: The Last Key,en,False,10000000,/PwI3EfasE9fVuXsmMu9ffJh0Re.jpg,http://www.insidiousmovie.com,406563,tt5726086,57.971,/nb9fc9INMg8kQ8L7sE7XTNsZnUX.jpg,2018-01-03,167184112,118,Released,Fear comes home.,Insidious: The Last Key,False,6.2,1886,"Horror,Mystery,Thriller,","Stage 6 Films,Blumhouse Productions,Sony Pictures,Universal Pictures,",Insidious Collection,"en,","US,",1,"medium,key,haunted house,prequel,spirit,1950s,",23,24,"Adam Robitel,"
God's Not Dead: A Light in Darkness,en,False,0,/gGBE24xD5NdMqvkJJEzP04jtFG9.jpg,,454286,tt6652708,38.621,/1MwoZ4U8SGm7yIzfPFcTTbiiOYY.jpg,2018-03-30,5728940,105,Released,,God's Not Dead: A Light in Darkness,False,6.9,104,"Drama,","Pure Flix Productions,",God's Not Dead Collection,"en,","US,",0,"church,aftercreditsstinger,",15,13,"Michael Mason,"
Héctor El Father: Conocerás la verdad,es,False,0,/4ftNxKONVuvs6189D2VayUq3SFL.jpg,,511679,tt8271182,33.491,/tkP0FzEivLxsUYt8BlaL8Sh7ceY.jpg,2018-03-22,0,90,Released,,Héctor El Father: Conocerás la verdad,False,7.6,78,"Drama,Documentary,","Mar de Cristal Films,",,"es,","PR,",0,,7,2,"Joel Antonio Colón,"
The Hurricane Heist,en,False,35000000,/3ZQRLuXNTbewOHDfxF51fy74gh4.jpg,https://www.lionsgate.com/movies/the-hurricane-heist,430040,tt5360952,28.906,/rAmcj5IZcx59dhev3UnVDEGlImK.jpg,2018-02-28,32517248,103,Released,The storm of the century... the heist of a lifetime.,The Hurricane Heist,False,5.7,705,"Action,Crime,Thriller,","Windfall Productions,Foresight Unlimited,Parkside Pictures,RSVP Entertainment,Signature Pictures,Tadross Media Group,Double Negative (DNEG),Metrol Technology,Lipsync Productions,Dream Team Films,Head Gear Films,Lionsgate,",,"en,","US,",2,"hurricane,heist,treasury department,meteorologist,disaster movie,",15,123,"Rob Cohen,"
Annihilation,en,False,40000000,/5zfVNTrkhMu673zma6qhFzG01ig.jpg,http://annihilationmovie.com,300668,tt2798920,35.694,/d3qcpfNwbAMCNqWDHzPQsUYiUgS.jpg,2018-02-22,43070915,115,Released,Fear what's inside.,Annihilation,False,6.3,6115,"Science Fiction,Horror,","DNA Films,Paramount,Scott Rudin Productions,Skydance Media,",,"en,","GB,US,",4,"coma,based on novel or book,depression,florida,dna,self-destruction,expedition,professor,mutation,alligator,transformation,swamp,meteor,quarantine,physicist,hybrid,grief,cancer,psychologist,memory loss,scientist,team,paramedic,missing person,beast,geologist,biologist,unusual phenomena,compound,missing husband,fauna,mysterious life form,flora,",22,153,"Alex Garland,"
Overboard,en,False,12000000,/fcStpdmeXB6ZGY2PBovpyyMRclB.jpg,,454619,tt1563742,32.418,/qauHzSQJdo9VYX4NKn9PdWnvXOV.jpg,2018-05-03,91244913,112,Released,A riches to rags story. If only he could remember it.,Overboard,False,6.6,939,"Romance,Comedy,","Pantelion Films,3Pas Studios,Metro-Goldwyn-Mayer,",,"en,fr,no,es,","US,",0,"amnesia,remake,revenge,wealthy,rich,",53,34,"Rob Greenberg,"
I Can Only Imagine,en,False,7000000,/AjtQdUX41skfo8tthtrnJZI9bXV.jpg,http://icanonlyimagine.com,470878,tt6450186,28.348,/veZszwMZu8d3WMU6TJX9sV5w1Y4.jpg,2018-02-14,86026201,110,Released,The Song You Know. The Story You Don't.,I Can Only Imagine,False,7.4,256,"Music,Drama,","Kevin Downes Productions,Mission Pictures International,City on a Hill Productions,Imagine Rights,LD Entertainment,",,"en,pt,","US,",3,,25,16,"Andrew Erwin,"
Tremors: A Cold Day in Hell,en,False,0,/voDQCOKcbkV1Xn5rqdfoNbu77dU.jpg,,496704,tt6086082,32.907,/aFOdiHaRjeTmHG67e5B7md2Q1cq.jpg,2018-05-01,0,98,Released,,Tremors: A Cold Day in Hell,False,5.9,218,"Action,Adventure,Science Fiction,Fantasy,Comedy,Horror,","Universal 1440 Entertainment,",Tremors Collection,"en,","US,",1,"monster,sequel,graboids,burt,power wagon,",18,58,"Don Michael Paul,"
A Prayer Before Dawn,en,False,0,/tyaVwOLIpAzZFP0qmXm2VZhYkxZ.jpg,http://prayerbeforedawn.movie,448776,tt4080956,30.794,/qgdOZEnEqnbroqHoslGJSFSKl9R.jpg,2018-05-24,958883,116,Released,The fight starts from inside,A Prayer Before Dawn,False,6.8,336,"Drama,Action,Crime,","Meridian Entertainment,Hurricane Films,Senorita Films,Indochina Productions,Symbolic Exchange,A24,",,"en,pt,th,","KH,CN,FR,GB,US,",0,"prison,based on novel or book,prisoner,thailand,biography,based on a true story,muay thai,kick boxing,based on memoir or autobiography,drugs,outsider,boxing,thai boxing,ladyboy,chiang mai,",11,25,"Jean-Stéphane Sauvaire,"
I Kill Giants,en,False,15100000,/lffgWEBiLf9DbDdb86WsGsEcWTg.jpg,,419831,tt4547194,27.199,/cvit6HDbXHE6W5kGPd47jd0wthQ.jpg,2018-01-21,0,106,Released,"I find giants, I hunt giants",I Kill Giants,False,6.1,841,"Drama,Fantasy,","XYZ Films,1492 Pictures,Having Me Films,Ocean Blue Entertainment,uFund,Man of Action,Adonis Production,Parallel Films,Umedia,",,"en,","BE,GB,US,",2,"monster,based on comic,teenage girl,based on graphic novel,",13,70,"Anders Walter,"
Den of Thieves,en,False,30000000,/s3FDBLH4qc1IcjexB05Qvbn3wxO.jpg,http://stxfilms.com/denofthieves/,449443,tt1259528,36.076,/AfybH6GbGFw1F9bcETe2yu25mIE.jpg,2018-01-18,80509622,140,Released,You're not the bad guys. We are.,Den of Thieves,False,6.7,1873,"Action,Thriller,Crime,","Atmosphere Entertainment MM,Diamond Film Productions,G-BASE,Tucker Tooley Entertainment,",,"en,","US,",3,"detective,police brutality,fbi,donut,strip club,heist,shootout,los angeles, california,divorce,bank robbery,car chase,death,ex-marine,armored truck,donut shop,",22,182,"Christian Gudegast,"
Mary Magdalene,en,False,0,/hvdRLJSKy2a3Ulzrl1Wlnqq2pKZ.jpg,http://www.marymagdalenefilm.co.uk,407439,tt5360996,33.674,/7IBGsaUXMol2K8I1BTBgxEBuS6y.jpg,2018-03-15,10940439,120,Released,Her story will be told,Mary Magdalene,False,6.3,354,"History,Drama,","See-Saw Films,Porchlight Films,Universal Pictures International Production (UPIP),Film4 Productions,",,"en,fr,","US,AU,GB,",1,"bible,jerusalem, israel,mary magdalene,",27,73,"Garth Davis,"
Death Wish,en,False,30000000,/uQqQvmptJLPTcWDrZXn22p7j7s3.jpg,https://www.deathwish.movie/,395990,tt1137450,30.022,/g0eEEZAqMf98ULQnoiORuazjOpn.jpg,2018-03-02,34017028,107,Released,How Far Would You Go To Protect Your Family?,Death Wish,False,6.1,1796,"Action,Crime,Drama,Thriller,","Metro-Goldwyn-Mayer,Cave 76 Productions,",,"en,","US,",4,"robbery,detective,based on novel or book,gun,kidnapping,police,vigilante,remake,shootout,blood,dark hero,criminal,death of wife,father daughter relationship,vigilante justice,",28,94,"Eli Roth,"
A Wrinkle in Time,en,False,103000000,/zqUaMojohr96itJYCE3W1NauTn7.jpg,http://movies.disney.com/a-wrinkle-in-time,407451,tt1620680,31.06,/yAcb58vipewa1BfNit2RjE6boXA.jpg,2018-03-08,132675864,109,Released,Be a warrior,A Wrinkle in Time,False,5.1,1386,"Adventure,Science Fiction,Family,Fantasy,","Whitaker Entertainment,Walt Disney Pictures,",,"en,","US,",2,"based on novel or book,child prodigy,remake,teenager,family,science,woman director,mixed race,",38,39,"Ava DuVernay,"
Red Sparrow,en,False,69000000,/sGzuQYSTwJvLBc2PnuSVLHhuFeh.jpg,https://www.foxmovies.com/movies/red-sparrow,401981,tt2873282,34.136,/oy6EYWzTwcIMjQYTS6uXS7JXGOx.jpg,2018-02-28,151572634,140,Released,Seduce. Deceive. Repeat.,Red Sparrow,False,6.5,4448,"Mystery,Thriller,","Soundtrack New York,Chernin Entertainment,Film Rites,20th Century Fox,",,"en,","US,",3,"cia,sexual abuse,based on novel or book,russia,seduction,training,torture,russian spy,",39,152,"Francis Lawrence,"
The Commuter,en,False,30000000,/clmYuR1t4TtKcakIOvYIPrjyxDc.jpg,https://thecommuter.movie/,399035,tt1590193,30.164,/rDeGK6FIUfVcXmuBdEORPAGPMNg.jpg,2018-01-11,119942387,104,Released,Lives are on the line,The Commuter,False,6.3,3209,"Action,Thriller,","StudioCanal,Ombra Films,TF1 Films Production,The Picture Company,Canal+,Ciné+,Amazon Prime Video,",,"en,","US,FR,GB,",2,"conspiracy,train,",60,105,"Jaume Collet-Serra,"
Kickboxer: Retaliation,en,False,13000000,/nTH63dIC9D9lWhQlvCu4zSoESKj.jpg,http://www.kickboxervengeance.com/kickboxer2,447665,tt5208950,33.171,/oMWP4cAoy8WBauuKZAVTIfuY3Fw.jpg,2018-01-26,4537,110,Released,,Kickboxer: Retaliation,False,5.4,176,"Action,Drama,","Our House Films,Head Gear Films,Metrol Technology,",Kickboxer (Reboot) Collection,"en,","US,",0,,40,28,"Dimitri Logothetis,"
Mad World,en,False,0,/2uAyKQf5nej3TiWUqbanr6Zb9YU.jpg,,520788,tt6022174,26.43,/8luuxpom0e0u8q3x4MtvKR0tozA.jpg,2018-01-02,0,97,Released,,Mad World,False,3.8,4,"Science Fiction,",,,"zh,",,0,,4,2,"Paul Tanter,"
"Love, Simon",en,False,17000000,/rqMEeajyzSF4PpJtdCB816Iz8Vr.jpg,https://LoveSimonMovie.com,449176,tt5164432,33.544,/5YUYg5q7QfC4IoNwNUtiwdiYKPr.jpg,2018-02-16,66316289,110,Released,He's done keeping his story straight.,"Love, Simon",False,8.2,4621,"Comedy,Drama,Romance,","Temple Hill Entertainment,Fox 2000 Pictures,New Leaf Literary & Media,20th Century Fox,Twisted Media,","Con amor, Simon - Colección","en,","US,",2,"sexual identity,sexuality,based on novel or book,coming out,class,high school,love,male homosexuality,bully,coming of age,teen movie,teenager,lgbt teen,based on young adult novel,gay,lgbt interest,",58,38,"Greg Berlanti,"
Z-O-M-B-I-E-S,en,False,0,/ArccbTKFk8fMp5JnHuxoW8xU0iJ.jpg,,483980,tt6878820,28.247,/6S9O5U7Ietqh6zTtZhGbhbA3Pze.jpg,2018-02-16,0,94,Released,"At Seabrook High, it's Zoms vs. Poms",Z-O-M-B-I-E-S,False,7.6,393,"Comedy,Romance,TV Movie,Fantasy,Music,","Disney Channel,",Z-O-M-B-I-E-S Collection,"en,","US,",0,"cheerleader,musical,high school,zombie,",19,19,"Paul Hoen,"
Truth or Dare,en,False,3500000,/jrZTNZmcjUVh7DPy6txp93Aczpa.jpg,http://www.blumhousestruthordare.com,460019,tt6772950,33.695,/ei2waWQAG8NP244WShIFgGu9IOu.jpg,2018-04-12,95330493,100,Released,"First you play the game, then the game plays you.",Truth or Dare,False,6.0,2927,"Thriller,Horror,","Blumhouse Productions,Universal Pictures,",,"en,","US,",2,"mexico,sacrifice,hallucination,college,rejection,betrayal,demon,game,group of friends,spring break,vulnerability,magic ritual,doppleganger,",34,65,"Jeff Wadlow,"
Early Man,en,False,50000000,/9m71RMP45mg599xtKPyjicyHn1a.jpg,https://earlymanmovie.com/,387592,tt4701724,22.432,/hXukFwTKOe7izDsf3ZOdeYikRxF.jpg,2018-01-26,53431158,89,Released,Time to test their metal,Early Man,False,6.1,521,"Family,Comedy,Animation,Adventure,","Aardman Animations,StudioCanal,Amazon Prime Video,Creative Skillset's Skills Investment Fund,British Film Institute,BFI Film Fund,Summit Entertainment,",,"en,","FR,GB,US,",1,"stone age,mining,sports,stop motion,prehistoric,cavemen,kids,claymation,plasticine,football (soccer) match,bronze age,",23,40,"Nick Park,"
Lake Placid: Legacy,en,False,0,/pZmw4rsjaeKqYbcAJTvBaNlOVUf.jpg,,520466,tt7875948,25.406,/eBZXrR5zlGdRAXuugtUQo9D4dCp.jpg,2018-05-28,0,90,Released,,Lake Placid: Legacy,False,4.9,83,"Horror,Action,Science Fiction,TV Movie,","Out of Africa Entertainment,Blue Ice Pictures,",Lake Placid Collection,"en,","US,",1,"lake,animal attack,giant crocodile,crocodile attack,krokodyle,",10,53,"Darrell James Roodt,"
The Titan,en,False,0,/h45LDCoPWmFMTTb7taGhOPBIGKJ.jpg,https://www.netflix.com/title/80148210,476926,tt4986098,26.963,/qRmQazyIBZR4pQIk9VruiZul0Au.jpg,2018-03-30,0,97,Released,Evolve or die,The Titan,False,5.4,871,"Science Fiction,Thriller,","42,The Amel Company,Motion Picture Capital,Nostromo Pictures,",,"en,","US,GB,ES,",0,"husband wife relationship,nasa,sacrifice,pilot,saturn,transformation,dystopia,swimming pool,murder,genetic mutation,human experiment,scientific experiment,",19,80,"Lennart Ruff,"
Traffik,en,False,4000000,/wbk9VvJ8lkUF0ElpfRm3dFIzMJf.jpg,http://traffikofficial.com/,473149,tt5670152,27.307,/jwsmeU8mYEP6GpxJ2sbCzc2MQmi.jpg,2018-04-20,5132274,96,Released,Refuse to Be a Victim,Traffik,False,6.2,331,"Thriller,Horror,","Hidden Empire Film Group,Lionsgate,",,"en,","US,",1,"corruption,sheriff,husband wife relationship,small town,gas station,fight,kidnapping,human trafficking,biker,murder,flashback,violence,death,phone,traffik,",17,4,"Deon Taylor,"
Midnight Sun,en,False,0,/9T8sj5io4SGCBTHsk5H8LGcfKVe.jpg,http://midnightsunmov.com/,419478,tt4799066,27.861,/vPG2zEKPXhovPW9S91SRnwr5JM1.jpg,2018-03-22,27365467,91,Released,Love will light the way.,Midnight Sun,False,7.8,2598,"Romance,Drama,","Boies/Schiller Film Group,Wrigley Pictures,Universal Pictures,",,"en,","US,",1,"seattle,sunlight,terminal illness,singer,best friend,homeschooling,teenager,dead mother,swimming,teenage daughter,railway station,boyfriend girlfriend,athletic scholarship,protective father,teenage romance,busker,rare disease,medical problem,",35,31,"Scott Speer,"
Black Water,en,False,4000000,/vnrw2TT4dbSUNkX5oKrQqiikB3i.jpg,,454615,tt5622412,26.185,/tIcZAB5AmRN8fIDXfDZ2aUok9qa.jpg,2018-05-18,0,105,Released,Some secrets never surface,Black Water,False,5.6,157,"Action,Thriller,","Dawn's Light,Rodin Entertainment,Underdogg Entertainment,",,"en,","CA,",1,"submarine,cia,martial arts,violence,operative,deep cover,black site,",36,37,"Pasha Patriki,"
Parallel,en,False,0,/uYrWbsvFYZgQF4cwDDPPsnDl8IM.jpg,,426793,tt4922674,23.096,/eUi9srjugUumdUK8sGO9ndMFXgI.jpg,2018-04-10,0,104,Released,You can't go back.,Parallel,False,6.9,6,"Science Fiction,Fantasy,","Bron Studios,",,"en,",,0,,10,15,"Isaac Ezban,"
The Jurassic Games,en,False,28000000,/bAL2HPdIra64LM365lpUl15bQTm.jpg,,504982,tt6710826,32.496,/4iXYZgB0VZyPvjBfEY0f2VTMDqa.jpg,2018-05-21,0,86,Released,Win the games. Win your freedom.,The Jurassic Games,False,4.4,92,"Science Fiction,Action,Horror,","High Octane Pictures,",,"en,","US,",1,"death row,virtual reality,dinosaur,convict,death match,near future,",36,35,"Ryan Bellgardt,"
いぬやしき,ja,False,0,/xPdnOm3ATLWgxvRJXXUywp519zs.jpg,http://inuyashiki-movie.com/,447743,tt6340500,25.337,/en6zRApijsHUEVfBKZDSp0OHlZP.jpg,2018-04-20,0,127,Released,,Inuyashiki,False,7.2,33,"Action,Adventure,Science Fiction,Fantasy,",,,"ja,","JP,",0,"based on manga,",9,3,"Shinsuke Sato,"
Acts of Violence,en,False,0,/q803zZwyhjirjeh6OVVYYpBkUT5.jpg,http://lionsgatepublicity.com/theatrical/actsofviolence/,479040,tt6684714,23.035,/pK9CugRd3DIP0THBH8WlGrvk5vy.jpg,2018-01-12,0,86,Released,Protect what's yours.,Acts of Violence,False,5.8,260,"Action,","Colecar Productions,River Bay Films,Tri-Fold Pictures,EFO Films,",,"en,","CA,",1,"post traumatic stress  disorder,kidnapping,cleveland,human trafficking,police,stripper,murder,abduction,",33,39,"Brett Donowho,"
Peter Rabbit,en,False,50000000,/vBIvSqbSNbABqAqP92utXzSXUhE.jpg,http://www.peterrabbit-movie.com,381719,tt5117670,28.028,/2yjSvEDuM3rLDng40erLsWkQRfn.jpg,2018-02-07,351266433,93,Released,Who said the countryside was peaceful?,Peter Rabbit,False,6.7,1079,"Animation,Adventure,Family,","Columbia Pictures,Animal Logic,2.0 Entertainment,Olive Bridge Entertainment,Screen Australia,Screen NSW,Sony Pictures,",Peter Rabbit Collection,"en,","US,",1,"human animal relationship,based on children's book,rabbit,duringcreditsstinger,live action and animation,food allergies,half dressed cartoon animal,",28,15,"Will Gluck,"
