original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,keywords,cast_size,crew_size,director
Godzilla vs. Kong,en,False,200000000,/qJRd6c9SOXbIIRDhsgyG2imd3V0.jpg,,399566,tt5034838,30.984,/6z2KsOs8tT4RTwXjHRGVqvLXRb8.jpg,2021-05-19,0,0,Post Production,One Will Fall,Godzilla vs. Kong,False,0.0,0,"Action,Science Fiction,","Warner Bros. Pictures,Legendary Pictures,",Godzilla Collection,"en,","US,",0,"giant monster,creature feature,kaiju,giant ape,godzilla,monsterverse,",15,26,"Adam Wingard,"
No Time to Die,en,False,242000000,/kcvKEvTWqIGMjpVJdbDVRHdIt4C.jpg,https://www.007.com/no-time-to-die/,370172,tt2382320,28.88,/iOPXG7q6ZqxSFp2iSY2CvgeRXyC.jpg,2021-03-31,0,163,Planned,The mission that changes everything begins…,No Time to Die,False,0.0,0,"Action,Thriller,Adventure,Mystery,","Danjaq,Eon Productions,Metro-Goldwyn-Mayer,Universal Pictures,United Artists,Annapurna Pictures,B25,Cinesite,",James Bond Collection,"en,","GB,US,",0,"spy,british secret service,",19,35,"Cary Joji Fukunaga,"
Top Gun: Maverick,en,False,0,/odJ4hx6g6vBt4lBWKFD1tI8WS4x.jpg,https://www.topgunmovie.com/,361743,tt1745960,28.132,/i0FHyNF9VvQTXOi4yKnZJ1zql1.jpg,2021-07-01,0,0,Post Production,,Top Gun: Maverick,False,0.0,0,"Action,Drama,","Jerry Bruckheimer Films,Paramount,Skydance Media,Don Simpson/Jerry Bruckheimer Films,TC Productions,Tencent Pictures,",Top Gun Collection,"en,","US,",0,"sequel,military,",25,27,"Joseph Kosinski,"
Encanto,en,False,0,,,568124,tt12537368,25.817,/gFjlv3METOJLadNSUcImVbFCSwH.jpg,2021-11-24,0,0,In Production,,Encanto,False,0.0,0,"Animation,Music,Adventure,","Walt Disney Animation Studios,Walt Disney Pictures,",,"en,es,","US,",0,,0,7,"Jared Bush,"
The King's Man,en,False,0,/2OZyQtwn4N1o6uE5oOXJgxkk7Km.jpg,,476669,tt6856242,25.126,/nj5HmHRZsrYQEYYXyAusFv35erP.jpg,2021-03-12,0,0,Post Production,,The King's Man,False,0.0,0,"Action,Adventure,Comedy,","Marv Films,20th Century Studios,Cloudy Productions,",,"en,","GB,US,",0,"london, england,spy,world war i,based on comic,secret service,world domination,1910s,",31,26,"Matthew Vaughn,"
Sing 2,en,False,0,,,438695,tt6467266,24.021,/74MBSuhyMaC8QQKeVKlrSnocFFD.jpg,2021-12-22,0,0,In Production,,Sing 2,False,0.0,0,"Music,Animation,Comedy,Drama,Family,","Illumination Entertainment,Universal Pictures,",Sing Collection,"en,","US,",0,,9,3,"Garth Jennings,"
Dune,en,False,0,/wP0X5iQrlt7ojPmWouYPfy8AQtx.jpg,https://www.dunemovie.com/,438631,tt1160419,22.493,/9HNZTw2D3cM1yA08FF5SeWEO9eX.jpg,2021-09-30,0,0,Post Production,"Beyond fear, destiny awaits.",Dune,False,0.0,0,"Action,Adventure,Drama,Science Fiction,","Warner Bros. Pictures,Legendary Pictures,",Dune Collection,"en,","US,",0,"prophecy,based on novel or book,emperor,remake,revenge,space,water shortage,desert,messiah,",25,99,"Denis Villeneuve,"
Hotel Transylvania 4,en,False,0,,http://www.sonypictures.com/movies/hoteltransylvania/,585083,tt9848626,21.393,/4LCkv3OPSFN27YWwdqHelqiNhLA.jpg,2021-08-06,0,0,Planned,,Hotel Transylvania 4,False,0.0,0,"Animation,Adventure,Family,Fantasy,","Sony Pictures,Columbia Pictures,Sony Pictures Animation,",Hotel Transylvania Collection,"en,","US,",0,"vampire,family,",3,1,"Denis Villeneuve,"
Mortal Kombat,en,False,0,/nezSDcZ6za5u96wN5mzLsJmiamZ.jpg,,460465,tt0293429,21.284,/qadZuUBMhaiFDmzlLcRt6SZyfSw.jpg,2021-04-16,0,0,Post Production,,Mortal Kombat,False,0.0,0,"Fantasy,Action,Adventure,","Atomic Monster,Broken Road Productions,New Line Cinema,Warner Bros. Pictures,South Australian Film Corporation,",Mortal Kombat Collection,"en,","AU,",0,"saving the world,magic,ninja fighter,alternate dimension,shaolin monk,based on video game,martial arts tournament,gods,hand to hand combat,",17,17,"Simon McQuoid,"
Resident Evil,en,False,0,,,460458,tt6920084,20.89,/5Cn4wNaXLF4GBQ4ntzvyRtuZ4RG.jpg,2021-09-09,0,0,In Production,,Resident Evil,False,0.0,0,"Science Fiction,Action,Horror,","Constantin Film,Tea Shop & Film Company,Davis Films,",,"en,","FR,DE,GB,",0,"zombie,based on video game,reboot,",9,11,"Johannes Roberts,"
Minions: The Rise of Gru,en,False,0,/ggEKIzP5An3vnSfj271ApaJYtQw.jpg,https://www.minionsmovie.com/,438148,tt5113044,20.771,/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,2021-06-24,0,0,In Production,Brace yourself,Minions: The Rise of Gru,False,0.0,0,"Family,Animation,Action,Adventure,Comedy,","Universal Pictures,Illumination Entertainment,",Minions Collection,"en,","FR,JP,US,",0,"minions,shared universe,",11,29,"Kyle Balda,"
Nobody,en,False,0,/sBwGOfJtSF6hlXaEgvFfBfeLqMk.jpg,https://www.nobody.movie,615457,tt7888964,20.744,/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg,2021-02-25,0,0,Post Production,Never underestimate a nobody,Nobody,False,0.0,0,"Action,Thriller,Crime,","Universal Pictures,87North Productions,Odenkirk Provissiero Entertainment,Eighty Two Films,",,"en,","US,",0,"thief,home invasion,family,",21,14,"Ilya Naishuller,"
Tom & Jerry,en,False,0,/705By74I92gdVRRSoWAX9nYKvDi.jpg,https://www.tomandjerrymovie.com,587807,tt1361336,20.431,/1zLRW5ZE8LfZl8qWuGRL5P176KH.jpg,2021-02-26,0,0,Post Production,All friends fight. These friends battle.,Tom & Jerry,False,0.0,0,"Comedy,Family,Adventure,","Warner Animation Group,Warner Bros. Pictures,Hanna-Barbera Productions,Lin Pictures,Metro-Goldwyn-Mayer,",,"en,de,","US,",0,"computer animation,based on cartoon,live action and animation,",30,25,"Tim Story,"
Fatherhood,en,False,0,,,607259,tt4733624,17.918,,2021-04-02,0,0,Post Production,,Fatherhood,False,0.0,0,,"Temple Hill Entertainment,TriStar Pictures,Sony Pictures,",,"en,","US,",0,,21,11,"Paul Weitz,"
Space Jam: A New Legacy,en,False,0,/tBBGKqNu6AaG1atFJ44T9RwAuQR.jpg,,379686,tt3554046,17.331,/jUjdfJ7JqfTKOsEeNUvdHK2hn0t.jpg,2021-07-14,0,0,Post Production,,Space Jam: A New Legacy,False,0.0,0,"Comedy,Family,Adventure,Fantasy,","Warner Animation Group,SpringHill Entertainment,Warner Bros. Animation,",Space Jam Collection,"en,","US,",0,"sports,basketball,cartoon,game,",32,16,"Malcolm D. Lee,"
The Forever Purge,en,False,0,,,602223,tt10327252,16.566,/10mcY9Szu0dtxuXXhuIFtyEEOAY.jpg,2021-07-09,0,0,Post Production,,The Forever Purge,False,0.0,0,"Horror,Action,Science Fiction,Thriller,","Blumhouse Productions,Platinum Dunes,Universal Pictures,Perfect World Pictures,Man in A Tree,",The Purge Collection,"en,es,","US,",0,"sequel,prequel,murder,violence,purge,",30,15,"Everardo Gout,"
The Conjuring: The Devil Made Me Do It,en,False,0,/tNM35gMLlS8u9CkUka0pzmW17Oi.jpg,http://www.theconjuringmovie.net/,423108,tt7069210,16.448,/11iMK1fvO6VLk4IMdzHyYnI7k9R.jpg,2021-06-02,0,0,Post Production,,The Conjuring: The Devil Made Me Do It,False,0.0,0,"Horror,Mystery,Thriller,","New Line Cinema,The Safran Company,Atomic Monster,Warner Bros. Pictures,",The Conjuring Collection,"de,en,pt,","US,",0,"supernatural,sequel,evil spirit,paranormal phenomena,devil,demon,paranormal investigation,demonic possession,clairvoyant,the conjuring universe,shared universe,psychotronic film,",31,113,"Michael Chaves,"
Ladybug & Cat Noir Awakening,en,False,0,,https://www.zag-inc.com/#home,496450,tt7655622,16.194,/rggnY0ID64ZspUVtRWVrWQm2tyo.jpg,2021-12-31,0,0,In Production,,Ladybug & Cat Noir Awakening,False,0.0,0,"Action,Romance,Animation,Music,Fantasy,Adventure,","ZAG Inc.,ON Animation Studios,The Awakening Production,",,"en,","FR,US,",0,,0,7,"Jeremy Zag,"
Morbius,en,False,0,/kdUArJCSTW8bpJipOqkvCZsVEqi.jpg,https://www.morbius.movie/,526896,tt5108870,16.07,/4Mdf5XXKcgLWFtMDSJTtelPvjeY.jpg,2021-03-17,0,0,Post Production,,Morbius,False,0.0,0,"Action,Horror,Science Fiction,Thriller,","Columbia Pictures,Marvel Entertainment,Sony Pictures,",,"en,","US,",0,"vampire,based on comic,spiderverse,sony's marvel universe,",10,20,"Daniel Espinosa,"
Untitled The Nun Sequel,en,False,0,,http://www.thenunmovie.net/,595215,tt10160976,15.661,,2021-12-31,0,0,Planned,,Untitled The Nun Sequel,False,0.0,0,"Horror,Mystery,Thriller,","Atomic Monster,New Line Cinema,The Safran Company,Warner Bros. Pictures,",,"en,es,","US,",0,"conjuring,the conjuring,the conjuring universe,",1,4,"Daniel Espinosa,"
Candyman,en,False,0,/2HOijUm4NUe3YHbRlTQlAR1A11T.jpg,https://www.candymanmovie.com/,565028,tt9347730,15.456,/z2TCWemv83tfyzFGctf9HfMPr2v.jpg,2021-08-26,0,0,Post Production,Dare to say his name.,Candyman,False,0.0,0,"Horror,Thriller,","Metro-Goldwyn-Mayer,Monkeypaw Productions,Bron Studios,",Candyman Collection,"en,","US,",0,"evil,candyman,",30,20,"Nia DaCosta,"
The Matrix 4,en,False,0,,,624860,tt10838180,15.041,/mc2l0NvdfhMhRklrz0ajAJ1OKcG.jpg,2021-12-22,0,0,In Production,,The Matrix 4,False,0.0,0,"Action,Science Fiction,Adventure,","Warner Bros. Pictures,Village Roadshow Pictures,NPV Entertainment,Silver Pictures,",The Matrix Collection,"en,","US,",0,"artificial intelligence,man vs machine,philosophy,prophecy,martial arts,kung fu,underground world,hero,fight,future,virtual reality,dystopia,computer,truth,lucid dreaming,cyberpunk,dream world,woman director,messiah,gnosticism,",16,16,"Lana Wachowski,"
Mission: Impossible 7,en,False,0,,,575264,tt9603212,14.863,/zThtCUHegmEZhoYbh1eAJslhfPK.jpg,2021-11-17,0,0,In Production,,Mission: Impossible 7,False,0.0,0,"Action,Adventure,Thriller,","Paramount,Skydance Media,",Mission: Impossible Collection,"en,","US,",0,"gun,weapon,crew,hunt,",11,9,"Christopher McQuarrie,"
Sherlock Holmes 3,en,False,0,,,297708,tt2094116,14.827,/AqmugK6MCJIFNXvKWsCbz8TWGSy.jpg,2021-12-22,0,0,Planned,,Sherlock Holmes 3,False,0.0,0,"Mystery,Action,Crime,",,Sherlock Holmes Collection,"en,","US,",0,,3,4,"Dexter Fletcher,"
Jungle Cruise,en,False,0,/bwBmo4I3fqMsVvVtamyVJHXGnLF.jpg,https://movies.disney.com/jungle-cruise,451048,tt0870154,14.646,/bEFFj0KKtOIYbydhcxJSDq0hzg7.jpg,2021-07-28,0,0,Post Production,The myth is real,Jungle Cruise,False,0.0,0,"Adventure,Fantasy,Family,Comedy,","Walt Disney Pictures,Seven Bucks Productions,Davis Entertainment,Flynn Picture Company,TSG Entertainment,Zaftig Films,",,"en,","US,",0,,8,17,"Jaume Collet-Serra,"
The Kissing Booth 3,en,False,0,,,727745,,14.398,/51YOfMXsh41CZEIqbY996UmcAom.jpg,2021-07-16,0,0,Post Production,,The Kissing Booth 3,False,0.0,0,"Romance,Comedy,",,The Kissing Booth Collection,"en,",,0,"based on novel or book,sequel,",7,9,"Vince Marcello,"
Death on the Nile,en,False,0,/1gppRGWEPIGh58YNY0sAPS2elub.jpg,https://www.20thcenturystudios.com/movies/death-on-the-nile,505026,tt7657566,14.134,/oT4vRVzulbN72602tTPFCwotl7a.jpg,2021-09-16,0,126,Post Production,Murder was just the beginning.,Death on the Nile,False,0.0,0,"Crime,Mystery,Drama,Thriller,","20th Century Studios,Scott Free Productions,Kinberg Genre,The Mark Gordon Company,TSG Entertainment,The Estate of Agatha Christie,",Hercule Poirot (Kenneth Branagh) Collection,"en,","GB,US,",0,"detective,based on novel or book,egypt,nile,remake,thriller,murder mystery,1930s,poirot,",15,16,"Kenneth Branagh,"
Peter Rabbit 2: The Runaway,en,False,0,/5HjzYTihkH7EvOWSE7KcsF6pBMM.jpg,https://www.peterrabbit-movie.com/,522478,tt8376234,14.054,/cycDz68DtTjJrDJ1fV8EBq2Xdpb.jpg,2021-02-12,0,0,Planned,The garden was just the beginning.,Peter Rabbit 2: The Runaway,False,0.0,0,"Animation,Family,Fantasy,Comedy,Adventure,","Columbia Pictures,Animal Logic,Olive Bridge Entertainment,Sony Pictures,",Peter Rabbit Collection,"en,","AU,US,",0,,7,14,"Will Gluck,"
Spiral: From the Book of Saw,en,False,0,/9kJwekzhcFoZKKtgSMeh0QJUkt4.jpg,https://spiral.movie/,602734,tt10342730,13.906,/qkl6mRoFexK2FGWCbAsvrRxjWaF.jpg,2021-05-19,0,0,Post Production,Discover a new chapter,Spiral: From the Book of Saw,False,0.0,0,"Thriller,Horror,Mystery,","Twisted Pictures,Lionsgate,Burg/Koules Productions,Serendipity Productions,",Saw Collection,"en,","US,",0,"reboot,body count,procedural,horror icon,psychotronic film,characters killed one by one,mystery killings,",25,16,"Darren Lynn Bousman,"
Raya and the Last Dragon,en,False,0,/jDhBdOotIMIQlgrpGgymr2LmTHe.jpg,https://movies.disney.com/raya-and-the-last-dragon,527774,tt5109280,13.57,/6t7X3LMwVtCubcmk9HWI1M9RtbK.jpg,2021-03-05,0,0,Post Production,A quest to save her world.,Raya and the Last Dragon,False,0.0,0,"Animation,Action,Adventure,Fantasy,Family,","Walt Disney Pictures,Walt Disney Animation Studios,",,"en,","US,",0,"kung fu,dragon,anime,",2,8,"Carlos López Estrada,"
Grizzly II: Revenge,en,False,7500000,/2rGYlO0x9HFHyDmTlICGUj51AIJ.jpg,,38258,tt0093119,13.566,/xgyPORW7J7AQLkt4GUSXMAE3jGy.jpg,2021-01-08,0,74,Released,The Stage Is Set... And The Dinner Is Served.,Grizzly II: Revenge,False,0.0,0,"Horror,Music,Thriller,","Harlequin Pictures,",Grizzly Collection,"en,","US,",0,"concert,sequel,bear,wild animal,bodily dismemberment,unfinished,bootleg,workprint,",16,5,"André Szöts,"
"To All the Boys: Always and Forever, Lara Jean",en,False,0,,https://www.netflix.com/title/81040397,614409,tt10676012,13.481,/bEOlLKcsAbWxCMUtZL80BxvqkT4.jpg,2021-02-12,0,0,In Production,,"To All the Boys: Always and Forever, Lara Jean",False,0.0,0,"Romance,",,To All the Boys Collection,"en,","US,",0,"romance,",7,4,"Michael Fimognari,"
The Eyes of Tammy Faye,en,False,0,,,601470,tt9115530,13.347,,2021-04-28,0,0,Post Production,,The Eyes of Tammy Faye,False,0.0,0,,"Freckles Films,MWM Studios,Searchlight Pictures,",,"en,","US,",0,,9,9,"Michael Showalter,"
The Hitman's Wife's Bodyguard,en,False,0,/KZ1Vp0qd53i6szUONEf2V9MnOj.jpg,,522931,tt8385148,13.243,/k02c8MJBWV4lsaPnvDjhI631xtY.jpg,2021-08-18,0,0,Post Production,The good. The bad. And the batshit cray.,The Hitman's Wife's Bodyguard,False,0.0,0,"Action,Comedy,Thriller,","Millennium Films,Campbell Grobman Films,Lionsgate,",The Hitman's Bodyguard Collection,"en,","US,",0,"hitman,bodyguard,sequel,",15,16,"Patrick Hughes,"
महाभारत,hi,False,0,,,658416,,13.065,,2021-10-15,0,0,Planned,,Mahabharata,False,0.0,0,,,,"hi,",,0,,12,3,"Abhishek Kapoor,"
Untitled Disney Live Action Project (2),en,False,0,,,508927,tt6824490,12.836,,2021-03-12,0,,Planned,,Untitled Disney Live Action Project (2),False,0.0,0,"Family,","Walt Disney Pictures,",,"en,","US,",0,,0,0,"Abhishek Kapoor,"
Eternals,en,False,0,/rrQBJqDZ8WbkcQEkLQsrCXwCoGZ.jpg,https://www.marvel.com/movies/the-eternals,524434,tt9032400,12.688,/uRc0RTpUszMFakhXouZzK1clLsb.jpg,2021-10-28,0,0,Post Production,,Eternals,False,0.0,0,"Action,Adventure,Fantasy,Science Fiction,","Marvel Studios,",,"en,","US,",0,"supernatural,god,history,superhero,based on comic,super power,gods,marvel cinematic universe,ancient,god-like,",18,66,"Chloé Zhao,"
American Skin,en,False,0,/eVC1D88gRwllGWdV1Peke8ngkQD.jpg,,621476,tt10195452,12.622,/xPNIav3iVVH86nAQ7GqkUBSv9AU.jpg,2021-01-15,0,89,Released,,American Skin,False,0.0,0,"Drama,","Eagle Pictures,Tiny Giant Entertainment,Sterling Light Productions,",,"en,","US,",0,,7,15,"Nate Parker,"
Cruella,en,False,0,/huzHIuaWRMDIAB8jIXYAwE7CJzS.jpg,,337404,tt3228774,12.004,/jhqyGm5tlbFo4GJmodQP1aHkxzy.jpg,2021-05-26,0,0,Post Production,,Cruella,False,0.0,0,"Comedy,","Walt Disney Pictures,",,"en,",,0,"villain,dalmatiens,",8,8,"Craig Gillespie,"
Vivo,en,False,0,,,449406,tt6338498,11.957,/kPiWIoCyMvNWHuTccVM3jjqOFag.jpg,2021-06-03,0,0,In Production,,Vivo,False,0.0,0,"Music,Animation,","Columbia Pictures,Sony Pictures Animation,Laurence Mark Productions,Sony Pictures,",,,"US,",0,,1,8,"Kirk DeMicco,"
Halloween Kills,en,False,0,/jj1jtNjYBx1CjVYtEylc9sWP0Jk.jpg,https://www.halloweenmovie.com,610253,tt10665338,11.825,/1cqLIcZC0PKoKkMSgka7WbxGXKF.jpg,2021-10-15,0,0,Post Production,,Halloween Kills,False,0.0,0,"Horror,Thriller,","Universal Pictures,Blumhouse Productions,Home Again Productions,Miramax,Rough House Pictures,Trancas International Films,",Halloween Collection,"en,","US,",0,"halloween,sequel,serial killer,masked killer,slasher,violence,horror icon,",17,43,"David Gordon Green,"
Untitled Universal Event Film (III),en,False,0,,https://www.universalpictures.com/upcoming-films,641246,tt10954918,11.369,,2021-04-16,0,,Planned,,Untitled Universal Event Film (III),False,0.0,0,,"Universal Pictures,",,"en,","US,",0,,0,0,"David Gordon Green,"
Ghostbusters: Afterlife,en,False,0,/1I4EfZ3Wz1hf5FLxNZA9BcV9UVe.jpg,https://ghostbusters.com/,425909,tt4513678,11.13,/fMyCgXLYehlbiQPlcu7nG98GFZU.jpg,2021-06-09,0,0,Post Production,,Ghostbusters: Afterlife,False,0.0,0,"Comedy,Fantasy,","The Montecito Picture Company,Bron Studios,Columbia Pictures,Ghostcorps,",Ghostbusters Collection,"en,","CA,US,",0,"ghostbuster,ghost,",22,16,"Jason Reitman,"
Billie Eilish: The World's a Little Blurry,en,False,0,/8ys6VgwZCIQ7nN4Nv4z7GPPuFMv.jpg,https://tv.apple.com/movie/billie-eilish-the-worlds-a-little-blurry/umc.cmc.5waz3hfo9r1133t8arap8b6nq,654754,tt11459366,11.065,/bDQ95W5LPHW9FHlPj3QX3jvM9Z7.jpg,2021-02-26,0,0,Post Production,,Billie Eilish: The World's a Little Blurry,False,0.0,0,"Documentary,Music,","Apple,Interscope Films,Darkroom Films,This Machine,Lighthouse Management + Media,Neon,",,"en,","US,",0,"musician,singer,music documentary,",4,11,"R.J. Cutler,"
Chaos Walking,en,False,125000000,/41RgPQeAvDaJ1Msiok96chq2gnd.jpg,,412656,tt2076822,11.045,/9kg73Mg8WJKlB9Y2SAJzeDKAnuB.jpg,2021-01-21,0,108,Post Production,No one escapes the noise,Chaos Walking,False,0.0,0,"Science Fiction,Action,Adventure,Thriller,","Quadrant Pictures,Lionsgate,",,"en,","US,",0,"based on novel or book,post-apocalyptic future,dystopia,",17,21,"Doug Liman,"
Escape Room 2,en,False,0,/6rW2EkvPEZLcMAOZY0MQ8kytzmS.jpg,,585216,tt9844522,10.919,/5p5qGioCYYxFGq6FAtoRBNi2fWb.jpg,2021-10-01,0,0,Post Production,,Escape Room 2,False,0.0,0,"Horror,Thriller,","Original Film,Columbia Pictures,",Escape Room - Collection,"en,","US,",0,,13,11,"Adam Robitel,"
Coming 2 America,en,False,0,,,484718,tt6802400,10.78,/yEK8UOJ2MPMhjYf3oZzA12R8GMk.jpg,2021-03-05,0,0,Post Production,,Coming 2 America,False,0.0,0,"Comedy,","Paramount,New Republic Pictures,Eddie Murphy Productions,Misher Films,",Coming to America Collection,"en,","US,",0,,21,6,"Craig Brewer,"
Untitled Universal Event Film (IV),en,False,0,,,641248,tt11135312,10.721,,2021-09-24,0,,Planned,,Untitled Universal Event Film (IV),False,0.0,0,,"Universal Pictures,",,"en,","US,",0,,0,0,"Craig Brewer,"
Untitled Universal Event Film (II),en,False,0,,,641055,,10.674,,2021-03-05,0,,Planned,,Untitled Universal Event Film (II),False,0.0,0,,"Universal Pictures,",,"en,","US,",0,,0,0,"Craig Brewer,"
Untitled Russo Brothers Family Project,en,False,0,,,691241,tt11027564,10.419,,2021-08-13,0,0,Planned,,Untitled Russo Brothers Family Project,False,0.0,0,,"AGBO,Metro-Goldwyn-Mayer,",,"en,","US,",0,,0,2,"Craig Brewer,"
Rumble,en,False,0,/2ycdhulWPq2C69lYxKKWFgzJjog.jpg,https://www.rumblemovie.com,598331,tt8337158,10.239,/eK5t1LcRG6k4R0ZY2aJxoU8Tfse.jpg,2021-05-13,0,0,In Production,The biggest underdog story ever,Rumble,False,0.0,0,"Family,Comedy,Animation,","Paramount,Paramount Animation,Reel FX Creative Studios,WWE Studios,Walden Media,",,"en,","US,",0,"anime,",9,7,"Hamish Grieve,"
Cinderella,en,False,0,,,593910,tt10155932,9.798,/22mh3i6R5o0BBhEVoyjliLlphBT.jpg,2021-02-04,0,0,Planned,,Cinderella,False,0.0,0,"Fantasy,Romance,Comedy,Music,","Sony Pictures,Fulwell 73,Columbia Pictures,",,"en,","US,",0,"cinderella,",18,24,"Kay Cannon,"
