original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,keywords,cast_size,crew_size,director
Artemis,en,False,0,,,493063,tt6857180,4.053,/1U4jV0rDFf4555agPq4rxTOE2mi.jpg,2021-12-31,0,0,Planned,,Artemis,False,0.0,0,"Science Fiction,","Genre Films,20th Century Studios,New Regency Pictures,",,"en,","US,",0,,0,6,"Christopher Miller,"
The Killing of Two Lovers,en,False,0,/eHW0smVwFNytJ9EvpqmFd0tbXHq.jpg,,653712,tt10702148,4.034,/c2Vd352RnjDY4lVmyuCnAnrVGZC.jpg,2021-02-23,0,84,In Production,,The Killing of Two Lovers,False,0.0,0,"Drama,","Neon,",,"en,","US,",0,,6,6,"Robert Machoian,"
Untitled Slasher Film,en,False,0,,,740922,,4.018,,2021-01-01,0,0,Planned,,Untitled Slasher Film,False,0.0,0,"Horror,",,,,,0,,0,1,"James McGarvey,"
プリンセス・プリンシパル Crown Handler 第1章,ja,False,0,/x6moftKN2ZniaukHJwJDXzaxiPu.jpg,http://www.pripri-anime.jp/,542507,tt8354164,3.996,/iD09UJgG3SIfmI28YsfzYwB6AZQ.jpg,2021-02-11,0,0,Post Production,,Princess Principal Crown Handler: Chapter 1,False,0.0,0,"Animation,Action,Adventure,Drama,Mystery,","Bandai Visual,Actas,",,"ja,","JP,",0,"spy,steampunk,female protagonist,anime,victorian era,",12,16,"Masaki Tachibana,"
Women,en,False,0,,,719164,tt4600982,3.992,/doFIExzwIDzqpYxFSX0GBo14nHS.jpg,2021-03-25,0,90,In Production,Don't Scream. Don't Run. Survive.,Women,False,0.0,0,"Thriller,","Fulton Street Entertainment,Reason8 Films,",,"en,","GB,IS,US,",0,"hostage,psychopath,serial killer,abduction,police procedural,",5,2,"Anton Sigurðsson,"
The Zone of Interest,en,False,0,,,467244,tt7160372,3.982,,2021-12-31,0,0,Planned,,The Zone of Interest,False,0.0,0,"Drama,History,War,","A24,Access Entertainment,Extreme Emotions,Film4 Productions,House Productions,JW Films,",,,"GB,",0,,0,9,"Jonathan Glazer,"
"Hilfe, ich hab meine Freunde geschrumpft",en,False,0,,,751503,tt11541220,3.977,/ih6owkvEd8jQfmzlaIpDzfgBtyT.jpg,2021-01-06,0,0,In Production,,"Help, I Shrunk My Friends",False,0.0,0,,,,,,0,,6,1,"Granz Henman,"
Starbright,en,False,30000000,,,662707,tt1742179,3.974,,2021-05-20,0,0,Post Production,,Starbright,False,0.0,0,"Adventure,Fantasy,",,,"en,",,0,"fairy tale,fantasy world,",15,4,"Francesco Lucente,"
Breaking News in Yuba County,en,False,0,,,556867,tt7737640,3.952,,2021-06-03,0,0,Post Production,,Breaking News in Yuba County,False,0.0,0,"Comedy,Drama,Crime,","Nine Stories Productions,AGC Studios,Wyolah Films,The Black List,",,"en,","US,",0,,11,7,"Tate Taylor,"
cancelled project,en,False,0,,,770309,,3.896,/gpcY73woZVNu8Ee21Ev4AeX1Fp0.jpg,2021-01-02,0,0,In Production,,cancelled project,False,0.0,0,"Drama,",,,,,0,,0,0,"Tate Taylor,"
The Possessed,en,False,0,,,739901,,3.87,/xush1djRgbprPnJ9Y8wBUQG2vFk.jpg,2021-12-31,0,0,Post Production,When He Asks Whose Body This Is... You Better Pray You Tell Him It's Yours!,The Possessed,False,0.0,0,"Horror,","OZPIX Entertainment,Slaughter FX,Giddyup Films,Nexus Films,",,,,0,,12,2,"Chris Sun,"
Take Back,en,False,0,/tipRMVAH00gEvIhaWYKjkHMKDVJ.jpg,,695282,tt11799110,3.861,/aGvJ0Ny7idOtkE5696iB5ZawUc6.jpg,2021-11-06,0,0,In Production,,Take Back,False,0.0,0,"Action,",,,"en,","US,",0,,6,1,"Christian Sesma,"
The Obscure Life of the Grand Duke of Corsica,en,False,0,/pnwEmp37nC5QYR7jxd9SKbNslho.jpg,,623962,tt8400856,3.843,/scRf3Q2SgvaLg7h4nYlM386YpQK.jpg,2021-01-29,0,90,In Production,Money can't buy you everything - except immortality,The Obscure Life of the Grand Duke of Corsica,False,0.0,0,"Adventure,Comedy,Drama,","Camelot Films,Chris Hardman Pictures,",,"en,","GB,",0,,21,16,"Daniel Graham,"
Taking a Shot at Love,en,False,0,,,775209,tt13606088,3.842,,2021-01-02,0,84,Post Production,,Taking a Shot at Love,False,0.0,0,,"Crown Media Productions,",,"en,","CA,US,",0,,3,3,"Kevin Fair,"
Ships in the Night: A Martha's Vineyard Mystery,en,False,0,,https://www.hallmarkmoviesandmysteries.com/ships-in-the-night-a-marthas-vineyard-mystery,775162,tt13365786,3.842,,2021-01-17,0,84,In Production,,Ships in the Night: A Martha's Vineyard Mystery,False,0.0,0,"Mystery,Drama,TV Movie,",,A Martha's Vineyard Mystery Collection,"en,","CA,US,",0,,5,2,"Mark Jean,"
Dawn Breaks Behind the Eyes,en,False,450000,/yI3IAscfFYSnuXwrnBJzOTXQQwj.jpg,,528594,tt8518302,3.825,,2021-02-14,0,78,Post Production,,Dawn Breaks Behind the Eyes,False,0.0,0,"Horror,Mystery,Comedy,Romance,","Crossbones,For Those Who Still Exist Pictures,",,"de,","DE,",0,"castle,time,lsd,gothic horror,swinging 60s,ghost,psychedelic,eternity,reality shifts,jeff wilbusch,dylan thomas,",9,16,"Kevin Kopacka,"
Megalodrama,en,False,0,,,774526,,3.781,/14wWAilX2m8tE1aOgtnCmVDIjx6.jpg,2021-01-01,0,0,In Production,DREAMS COME AGAINST US LIKE A TRAIN.,Megalodrama,False,0.0,0,"Drama,Crime,","Marfa Studios,",,,,0,,6,5,"Alfonso Manzo,"
Just Another Day,en,False,0,/7MigfXOk4kyrOVQRNOhgyRIX8N2.jpg,,733199,,3.761,/cwiAZL52ZvBt7qT7HtIcEH0c0qD.jpg,2021-03-15,0,0,Post Production,You and Me,Just Another Day,False,0.0,0,"Drama,",,,,,0,,2,9,"Ryan Daniel,"
Castle Falls,en,False,0,,http://vmiworldwide.com/index.php/titles/detail/?id=5b9c4ce1-60cb-e911-949e-0e563b5fb261,683311,tt11377298,3.703,/wD4xACUKHhU0FEwklBMK5TeezfJ.jpg,2021-05-18,0,89,In Production,,Castle Falls,False,0.0,0,"Action,","BondIt Media Capital,Buffalo 8,VMI Worldwide,",,"en,","US,",0,,5,3,"Dolph Lundgren,"
Dog,en,False,0,,,626735,tt11252248,3.693,,2021-02-12,0,0,Planned,,Dog,False,0.0,0,"Comedy,","FilmNation Entertainment,Metro-Goldwyn-Mayer,Free Association,",,"en,","US,",0,,1,10,"Reid Carolin,"
Stars Fell on Alabama,en,False,0,,,767979,tt10712928,3.677,,2021-01-08,0,0,In Production,,Stars Fell on Alabama,False,0.0,0,,,,,,0,,2,1,"V.W. Scheich,"
Another Bloomin’ Christmas,en,False,0,,,588560,,3.669,,2021-11-01,0,85,Planned,,Another Bloomin’ Christmas,False,0.0,0,"Animation,Comedy,Family,Fantasy,","The Illuminated Film Company,GFM films,",,"en,","GB,",0,,0,6,"Dave Unwin,"
రౌడ్రామ్ రనం రుధిరామ్,te,False,60000000,/z8aekyiapWDMs1Fa3ftAJTd7t1W.jpg,,579974,tt8178634,3.66,/1YaR5XMPVbZ9LcsXQ7u2sOM5jWe.jpg,2021-01-08,0,0,In Production,,Roudram Ranam Rudhiram,False,0.0,0,"Action,","DVV Entertainments,",,"te,","IN,",0,,16,8,"S.S. Rajamouli,"
Shut In,en,False,0,,,629015,tt10131024,3.656,,2021-12-31,0,0,Planned,,Shut In,False,0.0,0,"Horror,Thriller,","New Line Cinema,Warner Bros. Pictures,Vertigo Entertainment,Farah Films,Cinestate,",,"en,","US,",0,,0,11,"Jason Bateman,"
The Minimalists: Less Is Now,en,False,0,/8kLlwshSsaKFBifFJU3471BKh0Y.jpg,,774054,tt13583144,3.648,/9Dd0MeKXA0doqEiV73xgGz9Bk5r.jpg,2021-01-01,0,53,Post Production,,The Minimalists: Less Is Now,False,0.0,0,"Documentary,",,,"en,",,0,"minimalism,",2,1,"Matt D'Avella,"
Conundrum: Secrets Among Friends,en,False,0,,,637792,tt7251692,3.622,/5mKDif1K6b5ZHp7y3QKDjQSjgPL.jpg,2021-08-28,0,0,Post Production,,Conundrum: Secrets Among Friends,False,0.0,0,"Drama,Thriller,",,,,,0,,8,1,"Josh Webber,"
Dom,en,False,0,,,760975,,3.617,,2021-01-08,0,89,In Production,,Dom,False,0.0,0,,,,"bn,","IN,",0,,0,1,"Tapas Kr. Chakraborty,"
EFC,en,False,0,,http://www.excelsismovie.com,393897,tt5930062,3.608,/yDt4UrDKRsfg6v5hsYOUOL9vPN5.jpg,2021-09-18,0,110,Post Production,Its not just another fight. Its the fight for everything.,EFC,False,0.0,0,"Drama,","Mr Bravo Entertainment,Universe Pictures Group,",,"en,","CA,",0,"strong woman,mixed martial arts,female athlete,combat sports,boxing,women fighters,women in film,rocky,",10,8,"Jaze Bordeaux,"
Maya the Bee 3: The Golden Orb,en,False,0,,https://www.studio100film.com/en/films/maya-the-bee-3/,681260,tt11792512,3.605,/aBAvCd4G1vIiaY971kkIpy8f89u.jpg,2021-01-28,0,0,In Production,,Maya the Bee 3: The Golden Orb,False,0.0,0,"Adventure,Animation,Family,","Studio 100 Media,Studio B Animation,Flying Bark Productions,Deutscher Filmförderfonds,FilmFernsehFonds Bayern,FFA,",,"en,","AU,DE,",0,"anime,",0,11,"Noel Cleary,"
The Moon is a Hologram,en,False,0,,,765810,tt13487430,3.591,/vPFnCYMqalPDr8bvEj4qXjP2aw1.jpg,2021-10-30,0,0,In Production,,The Moon is a Hologram,False,0.0,0,"Science Fiction,Horror,Comedy,","Apres Vague Productions,",,"en,","GB,",0,,9,7,"Selene Kapsaski,"
海底小纵队：火焰之环,en,False,0,,,765684,,3.532,/kjG9kAgI1s7mH1hCAKgWUNzxDeQ.jpg,2021-01-08,0,80,In Production,,Octonauts: The Ring Of Fire,False,0.0,0,"Family,Animation,","Wanda Pictures,CCTV Animation,",,"zh,","CN,",0,"octonauts,",2,1,"Blair Simmons,"
アーヤと魔女,ja,False,0,/w85t0s0WCFPJzw2KH7hXi5JQwLf.jpg,https://gkids.com/films/earwig-and-the-witch/,683127,tt12441478,3.508,/kRnqqcGDyWyGBg52DnAQpWR4H7z.jpg,2021-01-01,0,82,Released,,Earwig and the Witch,False,0.0,0,"Animation,Fantasy,Family,","Studio Ghibli,NHK,NHK Enterprises,",,"ja,","JP,",0,"witch,based on novel or book,magic,orphanage,anime,cgi animation,",4,21,"Goro Miyazaki,"
Miss: Part 2,en,False,0,,,727699,,3.497,,2021-12-31,0,0,In Production,,Miss: Part 2,False,0.0,0,"Documentary,",,,,,0,,1,0,"Goro Miyazaki,"
Agantuk,en,False,0,,,719968,tt12611744,3.487,/xmGq9ilvlZTh4KwM8kd05enQlSR.jpg,2021-01-14,0,0,In Production,,Agantuk,False,0.0,0,,"Sunday Entertainment,",,"bn,","IN,",0,,2,8,"Indraadip Dasgupta,"
Kuthiraivaal,en,False,0,,,739034,,3.48,/gzaVjQilDooUEPAAvEeK3zW6hUA.jpg,2021-01-06,0,0,Post Production,,Kuthiraivaal,False,0.0,0,,,,"ta,","IN,",0,,1,3,"Shyam Sunder,"
Local Haunts,en,False,0,,,683169,,3.456,,2021-12-31,0,0,In Production,,Local Haunts,False,0.0,0,"Comedy,Drama,Horror,Romance,",,,,,0,,3,11,"Jordan McLaughlin,"
A Black Rift Begins to Yawn,en,False,0,,https://www.skymeltfilm.com,765128,tt8962346,3.443,/hhBHoS1Iw8ANYicpw0uoBU4BOzS.jpg,2021-02-12,0,102,In Production,A reflection of a reflection.,A Black Rift Begins to Yawn,False,0.0,0,"Mystery,Horror,Drama,Science Fiction,","Sky Melt,Flies Collective,",,"en,","US,",0,,3,12,"Matthew Wade,"
American Underdog: The Kurt Warner Story,en,False,0,,,673309,tt11729298,3.435,,2021-12-10,0,0,Planned,,American Underdog: The Kurt Warner Story,False,0.0,0,"Drama,","Lionsgate,",,"en,","US,",0,"american football,biography,",1,5,"Andrew Erwin,"
Between Night And Dawn,en,False,0,,,602889,,3.42,/19GpRdlqrxf9STQVmnWyKYPoFXY.jpg,2021-10-22,0,0,In Production,He Can't Stand This One Night Stand,Between Night And Dawn,False,0.0,0,"Horror,Drama,","Odd Owl Home Video,",,"en,","CA,",0,"vampire,gore,",1,4,"Patrick Richardson,"
Cricket & Antoinette,en,False,0,,https://www.cricketandantoinette.com/,676575,tt4581522,3.417,/4GjUKkYgwrrfzvmITblUeaWZE0U.jpg,2021-01-01,0,85,In Production,,Cricket & Antoinette,False,0.0,0,"Adventure,Animation,Family,Romance,","Diedra,Zagreb Film,Zycon Media,",,"en,","HR,",0,,0,5,"Darko Bakliža,"
Benning's Dream,en,False,0,/jKmACO3QUvWmNBMsgAumw6owR4Q.jpg,,701848,tt12274914,3.413,/xfKjVU7O7DxVPjyubOz1e2LaKCp.jpg,2021-01-01,0,2,In Production,,Benning's Dream,False,0.0,0,,,,,,0,,1,1,"Leonardo Pirondi,"
Spaceless,en,False,0,,,463828,tt1830809,3.355,/9HFrfArmbGZyDoOXGdlgG6CNf8a.jpg,2021-06-25,0,0,In Production,,Spaceless,False,0.0,0,"Science Fiction,","Blind Wink Productions,Paramount,",,"en,","US,",0,,0,5,"Gore Verbinski,"
Sunyo,en,False,0,,,760974,,3.351,,2021-01-08,0,100,In Production,,Zero,False,0.0,0,,,,"bn,","IN,",0,,0,1,"Shankha Ghosh,"
Deeper,en,False,0,,,441748,tt5200404,3.349,,2021-09-10,0,0,In Production,,Deeper,False,0.0,0,"Thriller,",,,"en,",,0,,1,4,"Baltasar Kormákur,"
After America,en,False,0,,,774781,tt13560124,3.333,/czMbjQvkxmUn2PGWOWGjFUqyhKx.jpg,2021-02-12,0,127,In Production,,After America,False,0.0,0,,"Narrative Films,",,"en,","US,",0,,13,7,"Jake Yuzna,"
Wanted 2,en,False,0,,,681244,,3.327,,2021-12-31,0,0,In Production,,Wanted 2,False,0.0,0,"Action,Drama,",,,,,0,,1,1,"Prabhu Deva,"
Beans,en,False,0,,https://www.emafilms.com/en/film/beans/,726220,tt11735544,3.315,/vAbN8l4oFFdBeWUZFEjRO0VlRWF.jpg,2021-03-30,0,92,Released,,Beans,False,0.0,0,"Drama,","EMAfilms,",,"en,","CA,",0,"woman director,oka crisis,",16,9,"Tracey Deer,"
True Things About Me,en,False,0,,,682533,tt10310074,3.312,,2021-12-08,0,0,In Production,,True Things About Me,False,0.0,0,"Drama,",,,"en,",,0,,1,3,"Harry Wootliff,"
Red Prophecies,en,False,0,,,749837,,3.306,,2021-03-01,0,90,Post Production,,Red Prophecies,False,0.0,0,"Action,Thriller,","Czar Pictures,Hollywood Storm,",,"en,ru,","RU,US,",0,,17,7,"Rodney James Hewitt,"
Sanatorium Under the Sign of the Hourglass,en,False,0,,,423881,,3.3,,2021-12-31,0,0,In Production,,Sanatorium Under the Sign of the Hourglass,False,0.0,0,"Animation,Fantasy,",,,"en,",,0,"literary adaptation,puppet film,",0,7,"Timothy Quay,"
She was the Deputy's Wife,en,False,0,,,647070,tt4813116,3.283,/e5JcNk2ptT1szuX0QNwR1yLOHpT.jpg,2021-03-01,0,0,Post Production,,She was the Deputy's Wife,False,0.0,0,,,,,,0,,10,8,"Travis Mills,"
SNR: Highest Point,en,False,0,,,769178,,3.268,,2021-07-02,0,0,In Production,,SNR: Highest Point,False,0.0,0,"Comedy,Adventure,",,,,,0,,0,6,"Jaden Ofori,"
Life in a Day,en,False,0,/lWQ00laZQYaB9PlY2ryIKV2aIpE.jpg,https://lifeinaday.youtube/,723338,,3.265,/rUmQlA02mvqOXXnRqfdVEyK9XC7.jpg,2021-01-21,0,0,In Production,July 25. Film Your Day. Share Your Story.,Life in a Day,False,0.0,0,"Documentary,","YouTube Originals,",,,,0,"poetic documentary,",0,6,"Kevin Macdonald,"
Born a Champion,en,False,0,,,766931,tt10661710,3.262,/wTjBPDsxb1Ifsb0LVay8vXO8Fxg.jpg,2021-01-22,0,0,Post Production,,Born a Champion,False,0.0,0,"Action,Drama,","ESX Entertainment,",,"en,",,0,,3,3,"Alex Ranarivelo,"
Dark Harvest,en,False,0,/9qWD2PS8fWeUv3ud3yE9XMoorer.jpg,,675531,tt9204328,3.26,/kZzXQis2L8ya7ZhpOldOc26Z3Id.jpg,2021-09-24,0,0,Planned,,Dark Harvest,False,0.0,0,"Horror,","Matt Tolmach Productions,Metro-Goldwyn-Mayer,",,"en,","US,",0,,0,6,"David Slade,"
The Nightingale,en,False,0,,,458896,tt4540534,3.259,,2021-12-22,0,0,Planned,,The Nightingale,False,0.0,0,"Drama,History,War,","The Cantillon Company,TriStar Pictures,",,"en,","US,",0,,2,4,"Mélanie Laurent,"
Este Día,en,False,0,,,626724,tt11097606,3.228,,2021-12-31,0,0,Planned,,Este Día,False,0.0,0,"Comedy,","Columbia Pictures,Stage 6 Films,Sony Pictures,",,"en,","US,",0,,0,7,"Catalina Aguilar Mastretta,"
Birds of Paradise,en,False,0,,,667969,tt11771006,3.208,,2021-12-31,0,0,In Production,,Birds of Paradise,False,0.0,0,"Drama,","Anonymous Content,Everything Is Everything,Amazon Studios,",,"en,","US,",0,,2,6,"Sarah Adina Smith,"
The Laughter Amid Tears,en,False,0,,,539530,tt8272026,3.197,,2021-01-01,0,0,Planned,,The Laughter Amid Tears,False,0.0,0,"War,Drama,","Rai Cinema,",,"it,","IT,",0,,0,3,"Aleksandr Sokurov,"
Old,en,False,0,,https://www.old.movie/,631843,tt10954652,3.17,/ttIDedvYmCawZKsXg9pHcrPAvOX.jpg,2021-07-21,0,0,In Production,It's only a matter of time,Old,False,0.0,0,"Thriller,","Universal Pictures,Blumhouse Productions,Blinding Edge Pictures,",,"en,","US,",0,,12,7,"M. Night Shyamalan,"
Pratidwandi,en,False,0,,,719530,tt11709094,3.143,/4CiFNZSnoYKLcQdnemFU02bacKK.jpg,2021-02-03,0,0,In Production,,Pratidwandi,False,0.0,0,,"Neo Studios [in],",,"bn,","IN,",0,,8,6,"Saptaswa Basu,"
Giving Up Forever,en,False,20,,,769397,tt9256474,3.141,,2021-10-31,0,90,In Production,,Giving Up Forever,False,0.0,0,"Horror,",,,,"US,",0,,1,3,"Saptaswa Basu,"
O2,en,False,0,,,471498,tt6341832,3.136,,2021-12-31,0,0,Post Production,,O2,False,0.0,0,"Science Fiction,Thriller,","Wild Bunch,Getaway Films,",,"fr,","FR,",0,,3,7,"Alexandre Aja,"
Dawn Raid,en,False,0,,,757639,,3.123,/zmDVpY9LO2606KdVBvJ73NNET1g.jpg,2021-01-14,0,98,In Production,,Dawn Raid,False,0.0,0,"Documentary,",,,,,0,,0,11,"Oscar Kightley,"
The Curious Incident of the Dog in the Night-Time,en,False,0,,,631731,tt9281458,3.119,,2021-12-31,0,,Planned,,The Curious Incident of the Dog in the Night-Time,False,0.0,0,"Adventure,Mystery,","Plan B Entertainment,Heyday Films,Warner Bros. Pictures,",,"en,","US,",0,,0,5,"Steve Kloves,"
Teenage Emotions,en,False,0,/oEmMNmzV332nn6nyGuRef4AhY66.jpg,http://www.eightyminustwo.com,771166,tt13557918,3.111,/qg4kqxPTmRttwQZLvnit6ZFccDr.jpg,2021-02-12,0,71,In Production,,Teenage Emotions,False,0.0,0,"Drama,","Eighty Minus Two,",,,,0,"high school,teenager,kids,",9,6,"Frédéric Da,"
Witch Hunt,en,False,0,/ssB7WnXGtcaREjGDenygc2F4IoK.jpg,,670429,tt10160974,3.102,/gLT5yKPvvu5uzj0nHeNUQVZVv4T.jpg,2021-03-29,0,0,In Production,,Witch Hunt,False,0.0,0,"Fantasy,Horror,",,,,,0,,7,2,"Elle Callahan,"
Naluguritho Narayana,en,False,0,,,759838,tt13307008,3.074,,2021-03-31,0,0,In Production,,Naluguritho Narayana,False,0.0,0,,,,,,0,,0,1,"Elle Callahan,"
The Carnage Collection II,en,False,5000,,,734422,,3.066,,2021-10-31,0,0,Planned,,The Carnage Collection II,False,0.0,0,"Horror,","Point & Shoot Films,",,,"US,",0,,1,5,"Derek Ferreira,"
Мы,ru,False,0,/jOKwENbQZsADCgksC48EMqJ483R.jpg,,577056,,3.053,/lhuf425mbVldaFG0F2eXOx7pGiv.jpg,2021-01-01,0,0,Post Production,,Мы,False,0.0,0,"Science Fiction,Drama,","Nemesis Films,Big Cinema House,",,"ru,","RU,",0,,13,15,"Gamlet Dulyan,"
Пальма,ru,False,0,/4AuJa4AoebEYC49BTJ1bwZv0Ey9.jpg,,583833,tt8396480,3.052,/3S3Mz9OD5SUwKy7kaqXcWAKUGXY.jpg,2021-03-18,0,110,In Production,,A Dog Named Palma,False,0.0,0,"Family,Romance,","Mars Media Entertainment,AMedia,",,"ru,","RU,",0,,17,15,"Alexandr Domogarov Jr.,"
Kaamelott - Premier Volet,fr,False,17516235,/gJgaleXnuJX6trB0U0x1hYbPJY1.jpg,,577242,tt9844322,3.046,/40JL88mmDObvt3XicGlvEvds3Jz.jpg,2021-12-31,0,0,Post Production,Patience is better served with sauce,Kaamelott - The First Chapter,False,0.0,0,"Adventure,Comedy,","SND,",,"fr,","FR,",0,"holy grail,king arthur,film adaptation,",45,12,"Alexandre Astier,"
Trail Blazers,en,False,0,,,725501,tt12343138,3.043,,2021-12-31,0,0,Planned,,Trail Blazers,False,0.0,0,"Drama,Western,","Namtab Productions,",,"en,","US,",0,"faith-based,christian,religious,",0,7,"Antonio Sabàto, Jr.,"
Ardhangini,en,False,0,,,716373,tt12527002,3.029,,2021-02-20,0,0,In Production,,Ardhangini,False,0.0,0,,,,"bn,","IN,",0,,5,1,"Kaushik Ganguly,"
Karen,en,False,0,,,735981,tt12636872,3.027,,2021-02-07,0,0,Planned,,Karen,False,0.0,0,"Crime,Thriller,",,,,,0,,1,2,"Coke Daniels,"
Des hommes,fr,False,0,/2PtzAyVqkQXuqXkdWyV4edrEdP0.jpg,,660004,tt10307922,3.023,/rDVEiHmQi5D3pS0WCTl5JihNIc7.jpg,2021-01-06,0,100,Released,,Home Front,False,0.0,0,"Drama,History,","Synecdoche,Artémis Productions,",,"fr,","BE,FR,",0,,9,11,"Lucas Belvaux,"
Let the Wrong One In,en,False,0,,,757916,tt13188064,2.999,,2021-12-31,0,0,Post Production,,Let the Wrong One In,False,0.0,0,"Comedy,Horror,",,,"en,",,0,,5,1,"Conor McMahon,"
Мавка: Лісова пісня,uk,False,5000000,/a9zLkSGkP4NLSwTEr67RDM6eWIC.jpg,https://mavka.ua,459003,tt6685538,2.976,/4qanOdUJmDf57cZ8HKuSM5mPZSG.jpg,2021-12-31,0,85,In Production,,Mavka: The Forest Song,False,0.0,0,"Fantasy,Animation,Adventure,Family,Comedy,","Animagrad Animation Studio,3Beep,",,"uk,","UA,",0,"fairy,nature,folklore,mavka,ukrainian folklore,",0,9,"Oleksandra Ruban,"
Smiley Origins,en,False,5000,,,665009,,2.972,/4yuewDHVZQ2T4mNm3Inom36rIwm.jpg,2021-12-06,0,0,In Production,,Smiley Origins,False,0.0,0,"Horror,","TrollfaceFilms,",,,,0,,7,5,"Ryan Zimmerman,"
El Principe Rojo,en,False,0,,,605105,tt10284138,2.97,/zsCQwCxEfUgUyO16AEvbabS7loK.jpg,2021-04-17,0,,In Production,,El Principe Rojo,False,0.0,0,,,,,,0,,0,0,"Ryan Zimmerman,"
Batman And Robin Have An Altercation,en,False,500,,,748837,,2.953,,2021-01-01,0,20,In Production,,Batman And Robin Have An Altercation,False,0.0,0,"Drama,","Synecdoche Pictures,",,,"US,",0,,3,3,"Jackson Heiniger,"
We Put the World to Sleep,en,False,50000,/cOwTJpNggqTVTVAQG3DNAeQGJpO.jpg,https://weputtheworldtosleep.wordpress.com/,419767,tt10069050,2.945,/bMZ9N41gTs7ASojh9mnQLxWqPvd.jpg,2021-01-22,0,0,Post Production,,We Put the World to Sleep,False,0.0,0,"Science Fiction,Thriller,Drama,Adventure,Mystery,","Adrian Țofei,",,"en,","RO,",0,"artificial intelligence,end of the world,metaphysics,mockumentary,apocalypse,psychological thriller,filmmaking,found footage,psychotronic,mumblecore,cinéma vérité,dark romance,antihero,metaphysical,film within a film,female antihero,",5,19,"Adrian Țofei,"
Here Are the Young Men,en,False,0,,,540248,tt5598868,2.929,/wOMrsShGA41Gk9O9XgzacmbcFs6.jpg,2021-04-15,0,96,Released,,Here Are the Young Men,False,0.0,0,"Drama,","TYM Productions,",,"en,","IE,",0,"based on novel or book,male friendship,dublin, ireland,teenage protagonist,",10,14,"Eoin Macken,"
차인표,ko,False,0,,,629277,,2.919,/sSoagGDAy1i8Fpky9JQDyMNWeEJ.jpg,2021-01-01,0,0,Post Production,,What Happened to Mr. Cha?,False,0.0,0,"Comedy,","about Film,Lotte Entertainment,",,"ko,","KR,",0,"midlife crisis,movie star,actor,",4,1,"Kim Dong-gyu,"
Squirrel,en,False,0,,https://hct.media/squirrel,739402,tt7737022,2.904,/zFST9JLEVKQETkAfWb20UsfAsAl.jpg,2021-03-05,0,82,Post Production,,Squirrel,False,0.0,0,"Comedy,Thriller,","HCT Media,",,,,0,,14,8,"Matt Glass,"
"No Eros, No Impact",en,False,0,,,684203,,2.892,/wUp7tN5idHGoGdG18sM4vicCByb.jpg,2021-04-12,0,0,Post Production,,"No Eros, No Impact",False,0.0,0,,"NOT FROM L.A. PRODUTCION BERLIN,",,"en,","DE,",0,,1,3,"Matt Glass,"
Майор Гром: Чумной Доктор,ru,False,5000000,/qa7LphmmnQTPQw09FFrMij2QYgr.jpg,http://majorgrom.com/,529106,tt7601480,2.867,/yBkZlG55CprznYxwUcGY6r3ZXP6.jpg,2021-04-08,0,0,In Production,,Major Grom: Plague Doctor,False,0.0,0,"Action,Adventure,","Bubble Studios,",Майор Гром (Коллекция),"ru,","RU,",0,"comics,bubble comics,",20,21,"Oleg Trofim,"
Russland von oben,de,False,0,,,534273,tt8870836,2.84,/uswt44RvTF9oCnNE9hTHE07uUlF.jpg,2021-01-01,0,90,Released,,Russia from Above,False,0.0,0,"Documentary,","ColourFIELD,Gazprom-Media,ARTE,ZDF,",,"en,de,ru,fr,","DE,RU,",0,"russia,",2,30,"Freddie Röckenhaus,"
Goldman,en,False,0,,,759843,tt13346842,2.828,,2021-03-31,0,0,In Production,,Goldman,False,0.0,0,,,,,,0,,0,2,"Freddie Röckenhaus,"
Manmadhudi Mistake,en,False,0,,,759836,tt13345100,2.828,/sV3b3WBOY0RN6MAaLMcMBhUaDiG.jpg,2021-03-31,0,0,In Production,,Manmadhudi Mistake,False,0.0,0,,,,,,0,,0,1,"Freddie Röckenhaus,"
Godhari Kathalu,en,False,0,,,759841,tt13346858,2.824,,2021-03-31,0,0,In Production,,Godhari Kathalu,False,0.0,0,,,,,,0,,0,1,"Freddie Röckenhaus,"
What's the Hold Up?,en,False,0,,,742495,,2.772,/1OIGTCLV7AQU2ct46PZlCsbRa2K.jpg,2021-06-04,0,0,In Production,,What's the Hold Up?,False,0.0,0,"Comedy,Crime,","Cloudsaga Production,",,,"US,",0,"heist,",13,5,"Conor Van Sise,"
Buckskin,en,False,0,,,753477,tt13156200,2.76,/3nV2g0VOmOQe775ZV6bcXr8mpfB.jpg,2021-07-20,0,0,In Production,,Buckskin,False,0.0,0,"Western,","B22 Films,",,"en,","US,",0,,4,2,"Brett Bentman,"
Fucking with Nobody,fi,False,0,/zHcekrBEKepnLJgXHQhMZvbQqy3.jpg,,713671,tt13081440,2.755,/4uEc5HoX9Dy8w0ysEQ7TELoM25I.jpg,2021-01-21,0,102,Released,,Fucking with Nobody,False,0.0,0,"Comedy,Drama,","Aamu Film Company,",,"fi,","FI,",0,,9,10,"Hannaleena Hauru,"
