original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,keywords,cast_size,crew_size,director
Despicable Me 3,en,False,80000000,/ftRkFtAGuHngHnLiOxktq0aCVMF.jpg,http://www.despicable.me,324852,tt3469046,45.261,/6t3YWl7hrr88lCEFlGVqW5yV99R.jpg,2017-06-15,1031552585,96.0,Released,Oh brother.,Despicable Me 3,False,6.4,5243,"Action,Animation,Comedy,Family,Adventure,","Universal Pictures,Illumination Entertainment,",Despicable Me Collection,"en,","US,",2,"twin brother,sequel,minions,despicable,",43,144,"Pierre Coffin,"
劇場版 Fate/kaleid liner プリズマ☆イリヤ 雪下の誓い,ja,False,0,/6krwKHCp9KQtboITamlCEjeXLde.jpg,http://anime.prisma-illya.jp/movie/sekka/,461083,tt7283066,43.53,/XuP7OSWqM46J6yUyzbp09txQqC.jpg,2017-08-26,0,89.0,Released,,Fate/Kaleid Liner Prisma☆Illya Movie: Oath Under Snow,False,6.6,8,"Animation,Action,Fantasy,","SILVER LINK.,",,"ja,","JP,",0,"based on manga,anime,",6,5,"Shin Oonuma,"
打ち上げ花火、下から見るか？横から見るか？,ja,False,0,/uLczFoWGrx6bvcwcGJJipwp8eTq.jpg,https://www.toho.website/movies/fireworks/index.html,431819,tt6317962,45.758,/gHhEL207XUDeDsHyqLr4h37LKka.jpg,2017-08-18,26617621,90.0,Released,If only I could return to that moment.,"Fireworks, Should We See it from the Side or the Bottom?",False,6.4,185,"Romance,Fantasy,Animation,Family,Drama,Adventure,","SHAFT,Aniplex,jeki,KADOKAWA,Lawson Entertainment,Toho Company, Ltd.,TOY'S FACTORY,LINE,",,"ja,","JP,",0,"fireworks,lighthouse,remake,time loop,train,summer,anime,",16,16,"Akiyuki Shinbo,"
Kidnap,en,False,21000000,/siRoJI12l4SbWye3wpIotM8OslV.jpg,,293768,tt1458169,30.998,/aDv28U8Ug0uKniURZQ6gpevRMVU.jpg,2017-06-16,30718107,95.0,Released,Vengeance is Mom,Kidnap,False,6.1,968,"Drama,Thriller,","Ingenious Media,Di Bonaventura Pictures,Gold Star Films,Lotus Entertainment,606 Films,Well Go USA Entertainment,Rumble Entertainment,",,"en,","GB,US,",2,"mother,single parent,waitress,kidnapping,strong woman,louisiana,chase,police,female protagonist,woman with gun,single mother,park,child kidnapping,determination,abduction,mother son relationship,",24,60,"Luis Prieto,"
Annabelle: Creation,en,False,15000000,/o8u0NyEigCEaZHBdCYTRfXR8U4i.jpg,http://annabellemovie.com,396422,tt5140878,41.476,/snYI6TDLkB8wL7SHFyBV6qkJuPx.jpg,2017-08-03,306515884,109.0,Released,You don't know the real story,Annabelle: Creation,False,6.6,4095,"Horror,Mystery,Thriller,","Atomic Monster,New Line Cinema,The Safran Company,Warner Bros. Pictures,",Annabelle Collection,"es,en,","US,",3,"prequel,evil doll,demon,spin off,demonic possession,ghost,aftercreditsstinger,duringcreditsstinger,the conjuring universe,",25,96,"David F. Sandberg,"
What Happened to Monday,en,False,0,/6bybkqta31rLR8RAGVjxWguHlYh.jpg,,406990,tt1536537,44.632,/o6EsOqITcSzcdwD1zxBM9imdxjr.jpg,2017-08-18,27975429,123.0,Released,Seven sisters. One identity.,What Happened to Monday,False,7.2,4489,"Science Fiction,Thriller,Drama,Mystery,","Nexus Factory,Vendome Pictures,Raffaella Productions,SND,Title Media,Umedia,uFund,",,"en,","BE,FR,GB,",3,"chase,false identity,dystopia,overpopulation,investigation,betrayal,conspiracy,execution,alternate reality,population control,secrecy,septuplets,",25,26,"Tommy Wirkola,"
Baby Driver,en,False,34000000,/goCvLSUFz0p7k8R10Hv4CVh3EQv.jpg,http://www.babydriver-movie.com,339403,tt3890160,53.041,/rmnQ9jKW72bHu8uKlMjPIb2VLMI.jpg,2017-06-28,226945087,113.0,Released,All you need is one killer track.,Baby Driver,False,7.5,11155,"Action,Crime,","Big Talk Productions,Working Title Films,",Baby Driver Collection,"en,","GB,",6,"robbery,waitress,atlanta,coffee,music,getaway car,crime boss,romance,heist,tinnitus,on the run,diner,shootout,long take,bank robbery,car chase,car,getaway driver,post office,headphones,sign languages,armed robbery,hearing impaired,",63,356,"Edgar Wright,"
Captain Underpants: The First Epic Movie,en,False,38000000,/5ceIqlRzWH4x1IPU9OfjXHO2Kz6.jpg,http://www.foxmovies.com/movies/captain-underpants-the-first-epic-movie,268531,tt2091256,43.907,/AjHZIkzhPXrRNE4VSLVWx6dirK9.jpg,2017-06-01,125289450,89.0,Released,,Captain Underpants: The First Epic Movie,False,6.1,826,"Action,Animation,Comedy,Family,","DreamWorks Animation,",Captain Underpants Collection,"en,","US,",2,"underwear,school,principal,grade school,",19,149,"David Soren,"
Dunkirk,en,False,100000000,/ut4ALkOwEl01nqODS3s6q4C2uWp.jpg,http://www.dunkirkmovie.com/,374720,tt5013056,39.741,/ebSnODDg9lbsMIaWg2uAbjn7TO5.jpg,2017-07-19,525573161,107.0,Released,Survival is Victory,Dunkirk,False,7.5,12127,"War,Action,Drama,","Warner Bros. Pictures,Syncopy,",,"en,fr,de,","FR,NL,GB,US,",8,"france,raf (royal air force),beach,europe,world war ii,evacuation,pilot,british army,allies,army,royal navy,based on a true story,survival,rescue mission,military officer,soldier,private,imax,military,dunkirk,1940s,",64,215,"Christopher Nolan,"
Сторожова застава,uk,False,1600000,/7yIoCsxeL2UzjUjULufEzIUlwI4.jpg,http://storojovazastava.com,434245,tt5238240,40.182,/9Vyo740WlMp0C9qCnYp3fXbrOU0.jpg,2017-10-12,688806,100.0,Released,Protect the past for the sake of the future,The Stronghold,False,7.4,139,"Action,Adventure,Comedy,Family,Fantasy,History,","Kinorob,",,"uk,","UA,",0,,8,8,"Yuriy Kovalyov,"
Valerian and the City of a Thousand Planets,en,False,177200000,/5rYnygKCkmqWuMv1O5yAnzGF8gV.jpg,,339964,tt2239822,39.63,/jfIpMh79fGRqYJ6PwZLCntzgxlF.jpg,2017-07-20,225874228,136.0,Released,A universe without boundaries needs heroes without limits.,Valerian and the City of a Thousand Planets,False,6.6,5448,"Adventure,Science Fiction,Action,","BNP Paribas,Belga Films,River Road Entertainment,Grive Productions,EuropaCorp,Universum Film (UFA),Fundamental Films,Gulf Film,Novo Pictures,TF1 Films Production,Orange Studio,",,"fr,en,","BE,CA,CN,FR,DE,AE,GB,US,",6,"shapeshifting,future,utopia,space travel,diversity,based on comic,alien,alien planet,energy,alien abduction,genocide,parallel world,political intrigue ,pacifist,space opera,military,government agent,marketplace,trapped in space,federal government,unity,cosmopolis,",118,322,"Luc Besson,"
Dragon Ball Z: The Real 4-D at 超天下一武道会,ja,False,0,/n6rv1hySg2Ie0UyJENwnnJWb3no.jpg,,575249,,34.871,/bsML7r1iijCiGjowbcUfsgtrUWH.jpg,2017-06-30,0,,Released,Exclusively at Universal Studios Japan,Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,False,7.4,9,"Action,Animation,Adventure,","Toei Animation,",,"ja,","JP,",0,"martial arts,fusion,god,vegeta,broly,",7,1,"Luc Besson,"
The Foreigner,en,False,35000000,/sDiGcjWhSu42dCw0jQmBInAkDZ9.jpg,http://theforeignermovie.com/,379149,tt1615160,25.214,/rwM4hzrmc5HiWfQD9ls9DL4QgGl.jpg,2017-09-28,145374099,113.0,Released,Never push a good man too far,The Foreigner,False,6.8,1570,"Action,Thriller,","Sparkle Roll Media,STX Entertainment,Huayi Brothers Media,The Fyzz,Universal Pictures,Arthur Sarkissian Productions,The Entertainer Production Company,Robert Simonds Productions,Orange Corp,Wanda Media Co.,",,"zh,en,","GB,IN,CN,US,",1,"london, england,bomb,based on novel or book,revenge,terrorism,ira (irish republican army),violence,ireland,death,united kingdom,",81,50,"Martin Campbell,"
ノーゲーム・ノーライフ ゼロ,ja,False,0,/b0dP4lPgK8Dg0tQEPx6z73jRURA.jpg,http://ngnl.jp/,445030,tt5914996,40.037,/cCBB6BGRj5nCTaEgogDtkHfjOLK.jpg,2017-07-15,6000000,106.0,Released,,No Game No Life: Zero,False,7.9,211,"Animation,Action,Drama,","Madhouse,",,"ja,","JP,",0,"magic,supernatural,end of the world,tragedy,disaster,game,parallel world,seinen,based on light novel,anime,high fantasy,antihero,isekai,battle of wits,post apocalyptic,",15,13,"Atsuko Ishizuka,"
Atomic Blonde,en,False,30000000,/g3hni0i9iAQ13jDGOFWavJFlojc.jpg,http://www.atomicblonde.com/,341013,tt2406566,31.602,/jdL6isPaY13aWFzLUdpbctgArO6.jpg,2017-07-26,100014025,115.0,Released,Talents can be overrated.,Atomic Blonde,False,6.4,4718,"Action,Thriller,","Focus Features,Denver and Delilah Productions,87Eleven,Sierra/Affinity,Closed on Mondays Entertainment,TGIM Films,Film i Väst,",Atomic Blonde Collection,"sv,en,de,ru,","SE,DE,HU,US,",2,"germany,berlin, germany,spy,europe,undercover,stasi,cold war,double agent,undercover agent,shooting,based on comic,murder,mi6,murder investigation,ddr,",23,167,"David Leitch,"
The Hitman's Bodyguard,en,False,30000000,/7KsqfXDECZMryX1Rv4RKsT7SIjQ.jpg,http://thehitmansbodyguard.movie,390043,tt1959563,34.666,/5CGjlz2vyBhW5xHW4eNOZIdgzYq.jpg,2017-08-16,176586701,118.0,Released,Get Triggered,The Hitman's Bodyguard,False,6.8,4103,"Thriller,Comedy,Crime,Action,","Campbell Grobman Films,Cristaldi Pictures,East Light Media,Nu Boyana Film Studios,Skydance Media,Millennium Films,Tom de Mol Productions,",The Hitman's Bodyguard Collection,"fr,en,ru,","BG,HK,NL,US,",3,"england,assassin,hitman,bodyguard,court,travel,on the run,criminal,killer,courtroom,opposites attract,buddy comedy,testify,",49,119,"Patrick Hughes,"
Revenge,fr,False,2900000,/brZ6uY49Htby7zzLB40IXhfbwH2.jpg,,467938,tt6738136,34.602,/lDjY67pqcIoQCe0kK91TVgL14om.jpg,2017-09-23,692079,109.0,Released,Why do women always have to put up a fight?,Revenge,False,6.3,1077,"Action,Thriller,Horror,","M.E.S. Productions,Monkey Pack Films,Charades,Logical Pictures,Nexus Factory,Umedia,uFund,Canal+,Ciné+,Cinémage 12,Neon,",,"en,fr,","BE,FR,",4,"rape,drowning,nightmare,vigilante,blood splatter,revenge,car crash,gore,man hunt,hallucinogenic drug,bullet wound,exploding head,desert,hunting,eye gouging,isolated house,cauterizing a wound,peyote,headshot,final battle,hunters,stabbed in the back,",7,44,"Coralie Fargeat,"
