original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,review_content,keywords,cast_size,crew_size,director
Godzilla vs. Kong,en,False,200000000,/qJRd6c9SOXbIIRDhsgyG2imd3V0.jpg,,399566,tt5034838,"Legends collide as Godzilla and Kong, the two most powerful forces of nature, clash in a spectacular battle for the ages! The monster war rages on the surface and deep within our world as the spectacular secret realm of the titans known as the hollow earth is revealed.",31.394,/6z2KsOs8tT4RTwXjHRGVqvLXRb8.jpg,2021-05-19,0,0,Post Production,One Will Fall,Godzilla vs. Kong,False,0.0,0,"Action,Science Fiction,","Warner Bros. Pictures,Legendary Pictures,",Godzilla Collection,"en,","US,",0,,"giant monster,creature feature,kaiju,giant ape,godzilla,monsterverse,",15,26,"Adam Wingard,"
Sing 2,en,False,0,,,438695,tt6467266,"Sequel to the 2016 animated film, 'Sing'.",26.035,/74MBSuhyMaC8QQKeVKlrSnocFFD.jpg,2021-12-22,0,0,In Production,,Sing 2,False,0.0,0,"Music,Animation,Comedy,Drama,Family,","Illumination Entertainment,Universal Pictures,",Sing Collection,"en,","US,",0,,,9,3,"Garth Jennings,"
No Time to Die,en,False,242000000,/kcvKEvTWqIGMjpVJdbDVRHdIt4C.jpg,https://www.007.com/no-time-to-die/,370172,tt2382320,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",24.75,/iOPXG7q6ZqxSFp2iSY2CvgeRXyC.jpg,2021-03-31,0,163,Planned,The mission that changes everything begins…,No Time to Die,False,0.0,0,"Action,Thriller,Adventure,Mystery,","Danjaq,Eon Productions,Metro-Goldwyn-Mayer,Universal Pictures,United Artists,Annapurna Pictures,B25,Cinesite,",James Bond Collection,"en,","GB,US,",0,,"spy,british secret service,",19,35,"Cary Joji Fukunaga,"
Hotel Transylvania 4,en,False,0,,http://www.sonypictures.com/movies/hoteltransylvania/,585083,tt9848626,Fourth installment in the animated franchise.,24.44,/4LCkv3OPSFN27YWwdqHelqiNhLA.jpg,2021-08-06,0,0,Planned,,Hotel Transylvania 4,False,0.0,0,"Animation,Adventure,Family,Fantasy,","Sony Pictures,Columbia Pictures,Sony Pictures Animation,",Hotel Transylvania Collection,"en,","US,",0,,"vampire,family,",3,1,"Cary Joji Fukunaga,"
The Suicide Squad,en,False,0,/6IJWF1pALrms8Ls9JRptVpwHXa2.jpg,https://www.thesuicidesquad.com,436969,tt6334354,The continuing escapades of the Suicide Squad.,23.564,/zUmzQd97LfnfY2dzd1C89GbLOKi.jpg,2021-08-04,0,0,Post Production,Boom.,The Suicide Squad,False,0.0,0,"Action,Adventure,Fantasy,Crime,","DC Entertainment,Warner Bros. Pictures,DC Films,The Stone Quarry,Atlas Entertainment,",Suicide Squad Collection,"en,","US,",0,,"dc comics,dc extended universe,",25,22,"James Gunn,"
The King's Man,en,False,0,/2OZyQtwn4N1o6uE5oOXJgxkk7Km.jpg,,476669,tt6856242,"As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.",23.429,/nj5HmHRZsrYQEYYXyAusFv35erP.jpg,2021-03-12,0,0,Post Production,,The King's Man,False,0.0,0,"Action,Adventure,Comedy,","Marv Films,20th Century Studios,Cloudy Productions,",,"en,","GB,US,",0,,"london, england,spy,world war i,based on comic,secret service,world domination,1910s,",31,26,"Matthew Vaughn,"
Raya and the Last Dragon,en,False,0,/jDhBdOotIMIQlgrpGgymr2LmTHe.jpg,https://movies.disney.com/raya-and-the-last-dragon,527774,tt5109280,"Long ago, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",21.888,/6t7X3LMwVtCubcmk9HWI1M9RtbK.jpg,2021-03-05,0,0,Post Production,A quest to save her world.,Raya and the Last Dragon,False,0.0,0,"Animation,Action,Adventure,Fantasy,Family,","Walt Disney Pictures,Walt Disney Animation Studios,",,"en,","US,",0,,"kung fu,dragon,anime,",2,8,"Carlos López Estrada,"
Top Gun: Maverick,en,False,0,/odJ4hx6g6vBt4lBWKFD1tI8WS4x.jpg,https://www.topgunmovie.com/,361743,tt1745960,"Set in the world of drone technology and fifth generation fighters, this sequel will explore the end of the era of dogfighting.",21.656,/i0FHyNF9VvQTXOi4yKnZJ1zql1.jpg,2021-07-01,0,0,Post Production,,Top Gun: Maverick,False,0.0,0,"Action,Drama,","Jerry Bruckheimer Films,Paramount,Skydance Media,Don Simpson/Jerry Bruckheimer Films,TC Productions,Tencent Pictures,",Top Gun Collection,"en,","US,",0,,"sequel,military,",25,27,"Joseph Kosinski,"
Dune,en,False,0,/wP0X5iQrlt7ojPmWouYPfy8AQtx.jpg,https://www.dunemovie.com/,438631,tt1160419,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",21.644,/9HNZTw2D3cM1yA08FF5SeWEO9eX.jpg,2021-09-30,0,0,Post Production,"Beyond fear, destiny awaits.",Dune,False,0.0,0,"Action,Adventure,Drama,Science Fiction,","Warner Bros. Pictures,Legendary Pictures,",Dune Collection,"en,","US,",0,,"prophecy,based on novel or book,emperor,remake,revenge,space,water shortage,desert,messiah,",25,99,"Denis Villeneuve,"
Tom & Jerry,en,False,0,/705By74I92gdVRRSoWAX9nYKvDi.jpg,https://www.tomandjerrymovie.com,587807,tt1361336,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can't evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",21.198,/1zLRW5ZE8LfZl8qWuGRL5P176KH.jpg,2021-03-04,0,0,Post Production,All friends fight. These friends battle.,Tom & Jerry,False,0.0,0,"Comedy,Family,Adventure,","Warner Animation Group,Warner Bros. Pictures,Hanna-Barbera Productions,Lin Pictures,Metro-Goldwyn-Mayer,",,"en,de,","US,",0,,"computer animation,based on cartoon,live action and animation,",30,25,"Tim Story,"
Nobody,en,False,0,/sBwGOfJtSF6hlXaEgvFfBfeLqMk.jpg,https://www.nobody.movie,615457,tt7888964,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",20.169,/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg,2021-02-25,0,0,Post Production,Never underestimate a nobody,Nobody,False,0.0,0,"Action,Thriller,Crime,","Universal Pictures,87North Productions,Odenkirk Provissiero Entertainment,Eighty Two Films,",,"en,","US,",0,,"thief,home invasion,family,",21,14,"Ilya Naishuller,"
The Forever Purge,en,False,0,,,602223,tt10327252,Plot unknown.,19.878,/10mcY9Szu0dtxuXXhuIFtyEEOAY.jpg,2021-07-09,0,0,Post Production,,The Forever Purge,False,0.0,0,"Horror,Action,Science Fiction,Thriller,","Blumhouse Productions,Platinum Dunes,Universal Pictures,Perfect World Pictures,Man in A Tree,",The Purge Collection,"en,es,","US,",0,,"sequel,prequel,murder,violence,purge,",30,15,"Everardo Gout,"
Resident Evil,en,False,0,,,460458,tt6920084,"A reboot of the ""Resident Evil"" franchise. Set in 1998, the intention is to re-create the 'terrifying visceral experience' of the first two games in the series, exploring 'the secrets hidden in the walls of the Spenser Mansion and Raccoon City' while also 'telling a grounded human story about a small dying American town.'",19.267,/5Cn4wNaXLF4GBQ4ntzvyRtuZ4RG.jpg,2021-09-09,0,0,In Production,,Resident Evil,False,0.0,0,"Science Fiction,Action,Horror,","Constantin Film,Tea Shop & Film Company,Davis Films,",,"en,","FR,DE,GB,",0,,"zombie,based on video game,reboot,",9,11,"Johannes Roberts,"
Mission: Impossible 7,en,False,0,,,575264,tt9603212,,18.762,/zThtCUHegmEZhoYbh1eAJslhfPK.jpg,2021-11-17,0,0,In Production,,Mission: Impossible 7,False,0.0,0,"Action,Adventure,Thriller,","Paramount,Skydance Media,",Mission: Impossible Collection,"en,","US,",0,,"gun,weapon,crew,hunt,",11,9,"Christopher McQuarrie,"
Fatherhood,en,False,0,,,607259,tt4733624,A father brings up his baby girl as a single dad after the unexpected death of his wife who died a day after their daughter's birth.,18.482,,2021-04-02,0,0,Post Production,,Fatherhood,False,0.0,0,,"Temple Hill Entertainment,TriStar Pictures,Sony Pictures,",,"en,","US,",0,,,21,11,"Paul Weitz,"
Minions: The Rise of Gru,en,False,0,/ggEKIzP5An3vnSfj271ApaJYtQw.jpg,https://www.minionsmovie.com/,438148,tt5113044,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",18.082,/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,2021-06-24,0,0,In Production,Brace yourself,Minions: The Rise of Gru,False,0.0,0,"Family,Animation,Action,Adventure,Comedy,","Universal Pictures,Illumination Entertainment,",Minions Collection,"en,","FR,JP,US,",0,,"minions,shared universe,",11,29,"Kyle Balda,"
Sherlock Holmes 3,en,False,0,,,297708,tt2094116,The plot is unknown at this time.,18.003,/AqmugK6MCJIFNXvKWsCbz8TWGSy.jpg,2021-12-22,0,0,Planned,,Sherlock Holmes 3,False,0.0,0,"Mystery,Action,Crime,",,Sherlock Holmes Collection,"en,","US,",0,,,3,4,"Dexter Fletcher,"
Untitled The Nun Sequel,en,False,0,,http://www.thenunmovie.net/,595215,tt10160976,Sequel to the 2018 film The Nun,17.366,,2021-12-31,0,0,Planned,,Untitled The Nun Sequel,False,0.0,0,"Horror,Mystery,Thriller,","Atomic Monster,New Line Cinema,The Safran Company,Warner Bros. Pictures,",,"en,es,","US,",0,,"conjuring,the conjuring,the conjuring universe,",1,4,"Dexter Fletcher,"
Ladybug & Cat Noir Awakening,en,False,0,,https://www.zag-inc.com/#home,496450,tt7655622,Ladybug & Cat Noir Awakening is an upcoming animated musical film based on the children's animated series Miraculous: Tales of Ladybug & Cat Noir. It will be released in 2021.,17.163,/rggnY0ID64ZspUVtRWVrWQm2tyo.jpg,2021-12-31,0,0,In Production,,Ladybug & Cat Noir Awakening,False,0.0,0,"Action,Romance,Animation,Music,Fantasy,Adventure,","ZAG Inc.,ON Animation Studios,The Awakening Production,",,"en,","FR,US,",0,,,0,7,"Jeremy Zag,"
Morbius,en,False,0,/kdUArJCSTW8bpJipOqkvCZsVEqi.jpg,https://www.morbius.movie/,526896,tt5108870,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",17.049,/4Mdf5XXKcgLWFtMDSJTtelPvjeY.jpg,2021-03-17,0,0,Post Production,,Morbius,False,0.0,0,"Action,Horror,Science Fiction,Thriller,","Columbia Pictures,Marvel Entertainment,Sony Pictures,",,"en,","US,",0,,"vampire,based on comic,spiderverse,sony's marvel universe,",10,20,"Daniel Espinosa,"
Jungle Cruise,en,False,0,/bwBmo4I3fqMsVvVtamyVJHXGnLF.jpg,https://movies.disney.com/jungle-cruise,451048,tt0870154,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his ramshackle boat. Together, they search for an ancient tree that holds the power to heal -- a discovery that will change the future of medicine.",16.044,/bEFFj0KKtOIYbydhcxJSDq0hzg7.jpg,2021-07-28,0,0,Post Production,The myth is real,Jungle Cruise,False,0.0,0,"Adventure,Fantasy,Family,Comedy,","Walt Disney Pictures,Seven Bucks Productions,Davis Entertainment,Flynn Picture Company,TSG Entertainment,Zaftig Films,",,"en,","US,",0,,,8,17,"Jaume Collet-Serra,"
Shadow in the Cloud,en,False,0,/qyaTIHxsUc52bCOnGpim5yVNbL8.jpg,,675327,tt9691136,A WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,15.947,/t7EUMSlfUN3jUSZUJOLURAzJzZs.jpg,2021-01-01,0,83,Released,,Shadow in the Cloud,False,0.0,0,"Action,Drama,Horror,War,","Four Knights Film,Rhea Films,",,"en,","NZ,US,",0,,"world war ii,gremlin,female pilot,flying fortress,",10,25,"Roseanne Liang,"
Encanto,en,False,0,,,568124,tt12537368,"A musical centered on a young girl and her family in Colombia, who all have magical powers except for her. Songs by Lin-Manuel Miranda",15.529,/3FiSOKneJ5zgvbG43OB7lSorFBJ.jpg,2021-11-24,0,0,In Production,,Encanto,False,0.0,0,"Animation,Music,Adventure,","Walt Disney Animation Studios,Walt Disney Pictures,",,"es,en,","US,",0,,,0,7,"Jared Bush,"
Ghostbusters: Afterlife,en,False,0,/1I4EfZ3Wz1hf5FLxNZA9BcV9UVe.jpg,https://ghostbusters.com/,425909,tt4513678,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",15.277,/fMyCgXLYehlbiQPlcu7nG98GFZU.jpg,2021-06-09,0,0,Post Production,,Ghostbusters: Afterlife,False,0.0,0,"Comedy,Fantasy,","The Montecito Picture Company,Bron Studios,Columbia Pictures,Ghostcorps,",Ghostbusters Collection,"en,","CA,US,",0,,"ghostbuster,ghost,",22,16,"Jason Reitman,"
The Matrix 4,en,False,0,,,624860,tt10838180,The fourth installment in The Matrix franchise. Plot unknown.,15.272,/mc2l0NvdfhMhRklrz0ajAJ1OKcG.jpg,2021-12-22,0,0,In Production,,The Matrix 4,False,0.0,0,"Action,Science Fiction,Adventure,","Warner Bros. Pictures,Village Roadshow Pictures,NPV Entertainment,Silver Pictures,",The Matrix Collection,"en,","US,",0,,"artificial intelligence,man vs machine,philosophy,prophecy,martial arts,kung fu,underground world,hero,fight,future,virtual reality,dystopia,computer,truth,lucid dreaming,cyberpunk,dream world,woman director,messiah,gnosticism,",16,16,"Lana Wachowski,"
Peter Rabbit 2: The Runaway,en,False,0,/5HjzYTihkH7EvOWSE7KcsF6pBMM.jpg,https://www.peterrabbit-movie.com/,522478,tt8376234,"Bea, Thomas, and the rabbits have created a makeshift family, but despite his best efforts, Peter can’t seem to shake his mischievous reputation. Adventuring out of the garden, Peter finds himself in a world where his mischief is appreciated, but when his family risks everything to come looking for him, Peter must figure out what kind of bunny he wants to be.",14.829,/cycDz68DtTjJrDJ1fV8EBq2Xdpb.jpg,2021-02-12,0,0,Planned,The garden was just the beginning.,Peter Rabbit 2: The Runaway,False,0.0,0,"Animation,Family,Fantasy,Comedy,Adventure,","Columbia Pictures,Animal Logic,Olive Bridge Entertainment,Sony Pictures,",Peter Rabbit Collection,"en,","AU,US,",0,,,7,14,"Will Gluck,"
The Conjuring: The Devil Made Me Do It,en,False,0,/tNM35gMLlS8u9CkUka0pzmW17Oi.jpg,http://www.theconjuringmovie.net/,423108,tt7069210,"A chilling story of terror, murder and unknown evil that shocked even experienced real-life paranormal investigators Ed and Lorraine Warren. One of the most sensational cases from their files, it starts with a fight for the soul of a young boy, then takes them beyond anything they’d ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",14.758,/11iMK1fvO6VLk4IMdzHyYnI7k9R.jpg,2021-06-02,0,0,Post Production,,The Conjuring: The Devil Made Me Do It,False,0.0,0,"Horror,Mystery,Thriller,","New Line Cinema,The Safran Company,Atomic Monster,Warner Bros. Pictures,",The Conjuring Collection,"de,en,pt,","US,",0,,"sequel,paranormal phenomena,demon,the conjuring universe,shared universe,psychotronic film,",18,5,"Michael Chaves,"
Untitled Disney Live Action Project (2),en,False,0,,,508927,tt6824490,Plot unknown.,14.341,,2021-03-12,0,,Planned,,Untitled Disney Live Action Project (2),False,0.0,0,"Family,","Walt Disney Pictures,",,"en,","US,",0,,,0,0,"Michael Chaves,"
The Kissing Booth 3,en,False,0,,,727745,,"It’s the summer before Elle heads to college, and she has a secret decision to make. Elle has been accepted into Harvard, where boyfriend Noah is matriculating, and also Berkeley, where her BFF Lee is headed. Which path should she choose?",14.248,/51YOfMXsh41CZEIqbY996UmcAom.jpg,2021-07-16,0,0,Post Production,,The Kissing Booth 3,False,0.0,0,"Romance,Comedy,",,The Kissing Booth Collection,"en,",,0,,"based on novel or book,sequel,",7,9,"Vince Marcello,"
PAW Patrol: The Movie,en,False,0,,,675445,tt11832046,Based on the Nick Jr show.,14.152,/wlTC3aOKWoqGCoTNIe7TjV8DUDC.jpg,2021-08-18,0,0,In Production,,PAW Patrol: The Movie,False,0.0,0,"Animation,Family,","Spin Master,Nickelodeon Movies,Paramount,",,"en,","US,",0,,,0,5,"Cal Brunker,"
The Eyes of Tammy Faye,en,False,0,,,601470,tt9115530,"In the 1970s and ’80s, Tammy Faye and Jim Bakker rose from humble beginnings to create the world’s largest religious broadcasting network and a theme park, and were revered for their message of love, acceptance and prosperity.",13.792,,2021-04-28,0,0,Post Production,,The Eyes of Tammy Faye,False,0.0,0,,"Freckles Films,MWM Studios,Searchlight Pictures,",,"en,","US,",0,,,9,9,"Michael Showalter,"
Death on the Nile,en,False,0,/1gppRGWEPIGh58YNY0sAPS2elub.jpg,https://www.20thcenturystudios.com/movies/death-on-the-nile,505026,tt7657566,Belgian sleuth Hercule Poirot’s Egyptian vacation aboard a glamorous river steamer turns into a terrifying search for a murderer when a picture-perfect couple’s idyllic honeymoon is tragically cut short.,13.532,/oT4vRVzulbN72602tTPFCwotl7a.jpg,2021-09-17,0,126,Post Production,Murder was just the beginning.,Death on the Nile,False,0.0,0,"Crime,Mystery,Drama,Thriller,","20th Century Studios,Scott Free Productions,Kinberg Genre,The Mark Gordon Company,TSG Entertainment,The Estate of Agatha Christie,",Hercule Poirot (Kenneth Branagh) Collection,"en,","GB,US,",0,,"detective,based on novel or book,egypt,nile,remake,thriller,murder mystery,1930s,poirot,",15,16,"Kenneth Branagh,"
"To All the Boys: Always and Forever, Lara Jean",en,False,0,,https://www.netflix.com/title/81040397,614409,tt10676012,It started with an old love letter — and turned into a new romance. What does the future hold for Lara Jean and Peter?,13.245,/bEOlLKcsAbWxCMUtZL80BxvqkT4.jpg,2021-02-12,0,0,In Production,,"To All the Boys: Always and Forever, Lara Jean",False,0.0,0,"Romance,",,To All the Boys Collection,"en,","US,",0,,"romance,",6,4,"Michael Fimognari,"
Silk Road,en,False,0,,,579051,tt7937254,"The true story of Ross Ulbricht, the charismatic young tech-mastermind who unleashed the darknet website Silk Road, and the corrupt DEA agent determined to bring down his billion-dollar empire.",12.919,/fncEeqs1EX43QS2v7gNqauyOU1q.jpg,2021-02-19,0,116,Post Production,,Silk Road,False,0.0,0,"Crime,Thriller,Drama,","Piccadilly Pictures,High Frequency Entertainment,Perfect Season Productions,",,"en,","US,",0,,,27,2,"Tiller Russell,"
Halloween Kills,en,False,0,/jj1jtNjYBx1CjVYtEylc9sWP0Jk.jpg,https://www.halloweenmovie.com,610253,tt10665338,The saga of Michael Myers and Laurie Strode continues in the next thrilling chapter of the Halloween series.,12.881,/1cqLIcZC0PKoKkMSgka7WbxGXKF.jpg,2021-10-15,0,0,Post Production,,Halloween Kills,False,0.0,0,"Horror,Thriller,","Universal Pictures,Blumhouse Productions,",Halloween Collection,"en,",,0,,,17,10,"David Gordon Green,"
Chaos Walking,en,False,125000000,/41RgPQeAvDaJ1Msiok96chq2gnd.jpg,,412656,tt2076822,"Two unlikely companions embark on a perilous adventure through the badlands of an unexplored planet as they try to escape a dangerous and disorienting reality, where all inner thoughts are seen and heard by everyone.",12.794,/9kg73Mg8WJKlB9Y2SAJzeDKAnuB.jpg,2021-01-21,0,108,Post Production,No one escapes the noise,Chaos Walking,False,0.0,0,"Science Fiction,Action,Adventure,Thriller,","Quadrant Pictures,Lionsgate,",,"en,","US,",0,,"based on novel or book,post-apocalyptic future,dystopia,",17,21,"Doug Liman,"
