original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,review_content,keywords,cast_size,crew_size,director
Mad World,en,False,0,/2uAyKQf5nej3TiWUqbanr6Zb9YU.jpg,,520788,tt6022174,"It is the year 2037. Our world is dying, slowly, from a virus that has rendered mankind infertile. Not a single child has been born in 25 years. Governments are now powerless puppets for the biggest corporations and Biocorp, the world's biggest, keeps promising a cure that never comes",21.772,/8luuxpom0e0u8q3x4MtvKR0tozA.jpg,2018-01-02,0,97.0,Released,,Mad World,False,3.8,4,"Science Fiction,",,,"zh,",,0,,,4,2,"Paul Tanter,"
Forever My Girl,en,False,3500000,/tUJTaWlDbdC5kTov5zFVCWfCzGO.jpg,http://www.forevermygirlthemovie.com,417261,tt4103724,"After being gone for a decade, a country star returns home to the love he left behind.",21.939,/bKqdggnIPeOI15VqtBZTkvh4hA9.jpg,2018-01-26,16367326,104.0,Released,Find your way back home,Forever My Girl,False,7.6,765,"Romance,Drama,Music,","LD Entertainment,",,"en,","US,",0,,"second chance,hometown,father daughter relationship,",23,15,"Bethany Ashton Wolf,"
Acts of Violence,en,False,0,/q803zZwyhjirjeh6OVVYYpBkUT5.jpg,http://lionsgatepublicity.com/theatrical/actsofviolence/,479040,tt6684714,"When his fiancee is kidnapped by human traffickers, Roman and his ex-military brothers set out to track her down and save her before it is too late. Along the way, Roman teams up with Avery, a cop investigating human trafficking and fighting the corrupt bureaucracy that has harmful intentions.",20.759,/pK9CugRd3DIP0THBH8WlGrvk5vy.jpg,2018-01-12,0,86.0,Released,Protect what's yours.,Acts of Violence,False,5.8,260,"Action,","Colecar Productions,River Bay Films,Tri-Fold Pictures,EFO Films,",,"en,","CA,",1,"I appreciate the dark nature of the story, but <em>'Acts of Violence'</em> is poor in most other areas; despite some decent cinematography in parts.

Bruce Willis, first and foremost, barely features, so if you're watching this just for him then you will be disappointed. The rest of the cast aren't anything to be remembered, though Cole Hauser is a cut above his castmates.

The premise is poorly crafted. It begins at its worst point, with average set up and monotonous character introductions. It then raises the bar slightly, before actually seemingly ending at a high moment. Unfortunately, as what felt inevitable, they add a needless extra twist at the death which ruins a potentially satisfactory conclusion.

Not much to enjoy with this one, unfortunately. At least it is short.,","post traumatic stress  disorder,kidnapping,cleveland,human trafficking,police,stripper,murder,abduction,",33,39,"Brett Donowho,"
La leyenda del Charro Negro,es,False,0,/1Cldo9DnB51DKn6Mkx6jLVA0aCV.jpg,,494656,tt6772418,"After releasing the Chupacabras, Leo San Juan decides that it is time to return together with his brother Nando to his grandmother's house. Halfway down the road, Charro Negro manages to confuse Leo and because of him, an innocent girl is dragged into the underworld. Leo is forced to repair the damage. Your friends will come to try to help you and get out of there as soon as possible. But it is no coincidence that the Charro has chosen to involve Leo, his intentions go beyond getting a new soul.",21.281,/qPRrKjmHR1dK3yQij2RNX7TNNbB.jpg,2018-01-19,0,0.0,Released,,La leyenda del Charro Negro,False,7.8,80,"Animation,","Ánima Estudios,",Las Leyendas Collection,"es,","MX,",0,,,3,4,"Alberto Rodríguez,"
Scooby-Doo! & Batman: The Brave and the Bold,en,False,0,/rW1HBySTmHoZCUuOiZbApUhKFjn.jpg,,484862,tt7578566,Scooby-Doo and the mystery inc gang meet up with Batman and other friends to defeat evil villains and save the day.,18.488,/hSPeF1zoYH8kCOhFMu7x3B55zu6.jpg,2018-01-09,0,75.0,Released,,Scooby-Doo! & Batman: The Brave and the Bold,False,7.0,84,"Animation,Comedy,Action,Family,","Hanna-Barbera Productions,Warner Bros. Animation,DC Entertainment,DC Comics,",,"cs,el,en,","US,",1,"A lot better than I was expecting, but a lot worse than similar Bat-themed  offerings of late (_The LEGO Batman Movie_ & _Return of the Caped Crusaders_).

_Final rating:★★ - Had some things that appeal to me, but a poor finished product._,","dc comics,hero,friendship,based on comic,",15,19,"Jake Castorena,"
Eighth Grade,en,False,2000000,/7cDZkagW1YTnT4nP1BYrLPSd04B.jpg,http://eighthgrade.movie/,489925,tt7014006,Thirteen-year-old Kayla endures the tidal wave of contemporary suburban adolescence as she makes her way through the last week of middle school — the end of her thus far disastrous eighth grade year — before she begins high school.,13.611,/xTa9cLhGHfQ7084UvoPQ2bBXKqd.jpg,2018-01-19,13539709,94.0,Released,Based on the most awkward year of your life,Eighth Grade,False,7.3,933,"Comedy,Drama,","Scott Rudin Productions,A24,",,"en,","US,",1,"I can't elevate _Eighth Grade_ to the status that my peers have, it just wasn't all that to me. But it was still very good, and very real, that tangible sort of youth that comes with dedication to the format.

_Final rating:★★★ - I liked it. Would personally recommend you give it a go._,","adolescence,coming of age,teenage girl,middle school,new york state,social media,",45,57,"Bo Burnham,"
Early Man,en,False,50000000,/9m71RMP45mg599xtKPyjicyHn1a.jpg,https://earlymanmovie.com/,387592,tt4701724,"Dug, along with his sidekick Hognob, unite a cavemen tribe to save their hidden valley from being spoiled and, all together as a team, to face the menace of a mysterious and mighty enemy, on the turf of an ancient and sacred sport.",18.114,/hXukFwTKOe7izDsf3ZOdeYikRxF.jpg,2018-01-26,53431158,89.0,Released,Time to test their metal,Early Man,False,6.1,521,"Family,Comedy,Animation,Adventure,","Aardman Animations,StudioCanal,Amazon Prime Video,Creative Skillset's Skills Investment Fund,British Film Institute,BFI Film Fund,Summit Entertainment,",,"en,","FR,GB,US,",1,"I've liked a decent amount Nick Park's work. I grew up on _Wallace & Grommit_ and _Chicken Run_ and enjoy them even now, but I think that maybe you have to like other things if you want to enjoy _Early Man_, things I personally, don't. 

_Final rating:★★ - Definitely not for me, but I sort of get the appeal_.,","stone age,mining,sports,stop motion,prehistoric,cavemen,kids,claymation,plasticine,football (soccer) match,bronze age,",23,40,"Nick Park,"
Burn Out,en,False,0,/l9TkAjhnqrmY8FOq0xKNxNNYQ3L.jpg,,460059,tt6340604,"Tony, a promising young motorcycle racer, is forced to do perilous drug runs to save the mother of his child from a dangerous mobster.",16.037,/3LeFOvzjZuIC7cQiXDeSIy1ym7a.jpg,2018-01-03,0,107.0,Released,,Burn Out,False,6.9,197,"Action,Thriller,","Sombrero Films,WY Productions,24 25 Films,",,"fr,","FR,",0,,"gypsy,based on novel or book,underworld,drug traffic,mobster,suburb,motorcycle,amphetamine,high speed,motorway,super-bike rider,",19,12,"Yann Gozlan,"
Little Bitches,en,False,0,/cUh0QRrtPLWYHZyw6VpsMijOkhT.jpg,http://www.sonypictures.com/movies/littlebitches/,387773,tt5292624,A group of friends vow to open their college acceptance letters at the same time during the big end-of -year party.,16.027,/9qmyiAMBAF80DdNItPGdG5BcdZV.jpg,2018-01-23,0,95.0,Released,Best Friends for Never,Little Bitches,False,5.4,36,"Comedy,Romance,Drama,","Sony Pictures,",,"en,","US,",0,,"beer,high school,school party,marijuana,best friend,crazy,high school friends,good cop bad cop,",19,5,"Nick Kreiss,"
A Futile and Stupid Gesture,en,False,10000000,/tWp1P6tGWSMJfmOZxs65SNV0khX.jpg,,391710,tt5566790,"The National Lampoon name became globally recognized after the monumental success of Animal House—but before the glory days, it was a scrappy yet divinely subversive magazine and radio show that introduced the world to comedic geniuses like Bill Murray, Chevy Chase, John Belushi, and Gilda Radner. The driving force behind National Lampoon was Doug Kenney, and his truly wild and crazy story unfolds in A Futile and Stupid Gesture from Harvard to Hollywood to Caddyshack and beyond.",10.346,/kyHBeRgbbhs7kVrZYblVj9u2Xbd.jpg,2018-01-24,0,101.0,Released,"If You Don't Watch This Movie, We'll Kill Will Forte.",A Futile and Stupid Gesture,False,6.6,217,"Comedy,","Abominable Pictures,Principato-Young Entertainment,",,"en,","US,",0,,"biography,",74,25,"David Wain,"
7 Guardians of the Tomb,en,False,0,/2CjY7TiNDKhuI0rk8K0Vq0UvIHZ.jpg,http://www.arclightfilms.com/NewTitles.aspx?ProjectId=c5f748bb-7598-e111-ba52-5296b839ed91&bu=Arclight,409582,tt4915672,An innocent discovery of a well-preserved mummified Emperor from 200 BC China unearths a 2000 year old nightmare - a secret that should have remained buried.,13.735,/lBW7Aq7RzsFbrnmn9RCkpd6GbXf.jpg,2018-01-19,7910928,90.0,Released,Unearth the legend. Unleash the curse.,7 Guardians of the Tomb,False,5.3,125,"Action,Adventure,Horror,","Grand Canal Pictures,Aurora Alliance,Screen Australia,Screen Queensland,Sleeping Otters Productions,Hamilton Entertainment,Rong De Culture,Arclight Films,",,"zh,en,","AU,CN,RU,TH,",0,,"china,sandstorm,giant spider,spider,chinese,tomb,spider web,archaeological expedition,",19,72,"Kimble Rendall,"
Step Sisters,en,False,10000000,/tcMZBatQfTzbe33DkUXRFVs9YR9.jpg,https://www.netflix.com/title/80158485,431072,tt5267472,"Jamilah has her whole life figured out. She's the president of her black sorority, captain of their champion step dance crew, is student liaison to the college dean, and her next move is on to Harvard Law School. She's got it all, right? But when the hard-partying white girls from Sigma Beta Beta embarrass the school, Jamilah is ordered to come to the rescue. Her mission is to not only teach the rhythmically-challenged girls how to step dance, but to win the Steptacular, the most competitive of dance competitions. With the SBBs reputations and charter on the line, and Jamilah's dream of attending Harvard in jeopardy, these outcast screw-ups and their unlikely teacher stumble through one hilarious misstep after another. Cultures clash, romance blossoms, and sisterhood prevails as everyone steps out of their comfort zones.",10.039,/cncHzM37IbohkBX7tlSTiULfIsO.jpg,2018-01-19,0,104.0,Released,Stomp it like it's hot,Step Sisters,False,6.5,373,"Comedy,","Broad Green Pictures,",,"en,","US,",0,,"dance,college,law school,sorority,sorority girl,cultural appropriation,",19,3,"Charles Stone III,"
Backstabbing for Beginners,en,False,0,/rVwRwzu70stgEoVUJW5S1XtDh94.jpg,https://a24films.com/films/backstabbing-for-beginners,476678,tt5153288,An idealistic young employee at the U.N. investigates the grizzly murder of his predecessor – and uncovers a vast global conspiracy that may involve his own boss.,13.77,/hvUX96OVgTsfgXF3xKgDdDQbGau.jpg,2018-01-18,0,108.0,Released,"If you dig too deep, you may not like what comes up",Backstabbing for Beginners,False,6.2,129,"Thriller,Drama,History,","Fortitude International,Eyeworks Scandi Fiction,Creative Alliance,",,"en,","US,DK,CA,",0,,"conspiracy,united nations,",20,6,"Per Fly,"
염력,ko,False,0,/53rHETjQOfCSajPki5HGfd3FQtG.jpg,,452015,tt6890582,"An ordinary guy suddenly finds he has superpowers he can use to help his spirited daughter and the people around them, but he also runs into trouble in the process.",13.003,/9DHqqHNPmPokiiEx2gDoJL22jKM.jpg,2018-01-31,0,101.0,Released,,Psychokinesis,False,6.2,172,"Fantasy,Action,","RedPeter Film,Next Entertainment World,",,"ko,","KR,",0,,"telekinesis,seoul, south korea,superhero,father daughter reunion,father daughter relationship,yongsan tragedy,",15,24,"Yeon Sang-ho,"
The Open House,en,False,0,/aDmXiKzMCrc4uyQifPTWCJ2vBuc.jpg,https://www.netflix.com/title/80198661,485774,tt7608028,A teenager and his mother find themselves besieged by threatening forces when they move into a new house.,12.935,/7JwdoLcbFWaeUBxKaoFulRVK8Ja.jpg,2018-01-19,0,94.0,Released,You can't lock out what's already inside.,The Open House,False,3.7,1069,"Thriller,Horror,",,,"en,","US,",3,"It's almost like someone forgot to finish writing this film...

It starts off well enough, even if the basic premise is a little well worn.  Son with a bright future loses his father suddenly, so mother and son have to shift to the middle of nowhere to make ends meet and cope with their grief.  The house they shift into belongs to a family member who is trying to sell it, so on weekends it is staged as an open house.

Of course as soon as the open house viewings start, strange things start happening.  This is where the film starts falling apart.  The film-makers can't seem to decide between implying that the occurrences maybe supernatural or someone who came to the viewing but never left.  Which is fine to add a little mystery, but the mystery isn't engaging, there is no hook to it.  Slightly odd things happen for no real rhyme or reason.  You keep expecting there to be a nugget of information as to why they are being targeted, but you get nothing.

When the film finally decides to settle on the menacing slasher route and stick to it, the wheels completely fall off, and this film starts crashing hard.  The film spends 3/4 of its running time raising questions and answers none of them, but not in an ambiguous way, just in a sloppy writing way.  

There's no explanation, no reason why, no back-story, and the killer is constantly blurred, out of focus or in shadow so you never see what he looks like.  Those elements can work, classic films like Duel you never see the psycho truck driver, but at least he has motivation.  In Halloween you never know why Michael Myers goes on a rampage but you get a physical sense of what he looks like, even if you don't really get a good look at his face.  But combining no back-story stalking, with a complete lack of motivation and no decent look at the killer just doesn't work.  You don't care what is happening because there is no reason for it, and not much to look at while it happens.  The protagonists might as well be getting attacked by a shadow.  There is nothing scary or interesting about the killer, because the killer really is nothing apart from a pair of boots.

There is absolutely nothing under the surface with this film.  There is no metaphor, there is nothing to learn, no twist, no insight to grief, no character revelations.  Just retreaded clichés poorly packaged to give you a boring and pointless final product.

Avoid this film, it is a waste of your time,Avoid this movie at all costs!

This movie had potential. It started off interesting and I thought it was going somewhere, but in the end it just angered me like no movie in recent memory has. I think the they had no idea where they were going with the story so it just seems like lots of unnecessary bits of plot were added in an attempt to make something ""stick"". You get nothing in the end aside some a feeling of ""I just wasted almost 2 hours of my life!"".,Sometimes a mystery can be what makes a movie. Sometimes, it feels like flagrant laziness. _The Open House_ is the latter. The acting is fine, and the characters constantly and blatantly saying things like ""Isn't it crazy how there could be a person hiding in your house right now?"" might get in your head some, but _The Open House_ is a far cry from any sort of actual success.

_Final rating:★★ - Had some things that appeal to me, but a poor finished product._,","grief,death of father,unknown killer,woman director,open house,intruder,mother son relationship,",17,11,"Suzanne Coote,"
Freak Show,en,False,0,/8fyqCmyooalrYBVR7npHA0PDoi.jpg,,440424,tt5089534,"The story of teenager Billy Bloom who, despite attending an ultra conservative high school, makes the decision to run for homecoming queen.",12.57,/aDBkMb4CMXLOZrCzKfdtv2M4vpt.jpg,2018-01-12,0,91.0,Released,,Freak Show,False,7.2,78,"Comedy,Drama,","Maven Pictures,Flower Films,",,"en,","US,",0,,"transvestite,high school,lgbt,hate crime,woman director,homecoming queen,",19,6,"Trudie Styler,"
Leo Da Vinci: Mission Mona Lisa,it,False,0,/6FBrQu7lVMB0lvq31PE5Rc57Rqs.jpg,,486072,tt7139246,"Life flows peacefully in Vinci: Leonardo is struggling with his incredible inventions, Lorenzo helps him and Gioconda observes them mockingly. When A mysterious storyteller comes to town and speaks of a hidden treasure, an adventure begins.",12.278,/2W21rhFdreRrgUIaCvzTbZ1gJ9a.jpg,2018-01-11,0,85.0,Released,,Leo Da Vinci: Mission Mona Lisa,False,5.3,47,"Animation,Adventure,Family,",,,"en,es,",,0,,,12,2,"Sergio Manfio,"
Last Scene Alive: An Aurora Teagarden Mystery,en,False,0,/zQBosNXsl8YG1IBnrdVHEHH4lsd.jpg,http://www.hallmarkmoviesandmysteries.com/last-scene-alive-an-aurora-teagarden-mystery,494466,tt7768286,"There is excitement in the air when a Hollywood crew comes to Lawrenceton to film a movie about the town’s sleuthy librarian, Aurora Teagarden. However, when the film’s leading lady is found murdered in her dressing room, Aurora enlists her Real Murders Club members to help gather clues. At the same time, she experiences mounting concern that Aida is becoming attracted to the film’s director who, like everyone else working on the set that day, is considered a suspect. And this time around Martin is especially worried about Aurora’s safety after learning that the film’s screenwriter, who has a romantic history with her, emerges as the prime suspect.",11.893,/tgvdZ03jrMIMPx1gtSCfUxlzlGR.jpg,2018-01-07,0,85.0,Released,,Last Scene Alive: An Aurora Teagarden Mystery,False,7.5,36,"Mystery,TV Movie,Crime,Drama,","Hallmark Entertainment,",Aurora Teagarden Mystery Collection,"en,","US,",0,,,19,16,"Martin Wood,"
The Clapper,en,False,0,/xKtwGBji7GJSevvapkT0xZwBR0Y.jpg,,422615,tt5461956,15 minutes of fame destroys the life of a man who works as a clapper in television.,11.855,/vsm2gxPoZDzG3ocTArrK8ak7go4.jpg,2018-01-26,0,89.0,Released,,The Clapper,False,4.9,173,"Comedy,","Pacific Electric Picture Company,Cedarvale Pictures,LTD Films,Oriah Entertainment,Skit Bags Entertainment,",,"en,","US,",0,,"television,",41,36,"Dito Montiel,"
