original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,review_content,keywords,cast_size,crew_size,director
Pet Shop Boys: Inner Sanctum,en,False,0,/jhNW8mVISxPqiRfQANBRzj1BvRe.jpg,http://petshopboys.co.uk/product/dvd/innersanctum,572348,,1. Inner Sanctum 2. Opportunities (Let's Make Lots Of Money) 3. The Pop Kids/In The Night/Burn 4. Love Is A Bourgeois Construct 5. New York City Boy 6. Se A Vida É (That's The Way Life Is) 7. Love Comes Quickly 8. Love Etc. 9. The Dictator Decides/Inside A Dream 10. West End Girls 11. Home And Dry/The Enigma 12. Vocal/The Sodom And Gomorrah Show 13. It's A Sin 14. Left To My Own Devices 15. Heart/Go West 16. Domino Dancing 17. Always On My Mind 18. The Pop Kids (Reprise) 19. The Pop Kids (PSB Deep Dub)  Filmed at London's Royal Opera House during a sold-out run in 2018 summer.,1.683,/1YmK205uwdUbmbmsjWaqLe8AFRL.jpg,2018-07-20,0,105.0,Released,,Pet Shop Boys: Inner Sanctum,False,9.0,2,"Music,",,,"en,",,0,,,2,1,"David Barnard,"
Bellator 203: Pitbull vs. Weichel 2,en,False,0,/xsop1bPjvxCSjhmdQqvUPgwJeGm.jpg,,536028,,"Bellator 203: Pitbull vs. Weichel 2 took place on July 14, 2018 at the Foro Italico in Rome, Italy. The event aired via tape delay in prime time on Paramount Network.  The main event featured a rematch between Featherweight champion Patricio Freire and challenger Daniel Weichel. The pair previously met at Bellator 138 in June 2015, where Freire won via knockout in the second round.",1.871,/wtc1EgQUpCngmUksxY783Rt6DEs.jpg,2018-07-14,0,,Released,,Bellator 203: Pitbull vs. Weichel 2,False,0.0,0,,,,,,0,,,12,0,"David Barnard,"
மோகினி,ta,False,0,/tpU6Br52M3thxXpKp9XY3inY4ll.jpg,,412333,tt6389802,A spirit takes revenge on a few people by entering into the body of its lookalike.,1.771,/fFTbwRo3vYvewwMDEalgDJcx5F8.jpg,2018-07-27,0,142.0,Released,,Mohini,False,4.4,5,"Comedy,Horror,Thriller,","Prince Pictures,",,"ta,","IN,",0,,"supernatural,possession,victim's ghost,",13,9,"Ramana Madhesh,"
Tom and Grant,en,False,0,/hfYhGohD7ftZYKYzOPbfldhPdaV.jpg,http://tomandgrant.com/,476900,tt7364746,"Two brazenly inept thieves attempt to rob a bank without a plan, a clue-or a gun.",2.311,/i5r8yiVkWcOkahcaC6LvD2TUtbF.jpg,2018-07-21,0,24.0,Released,Quit your day job.,Tom and Grant,False,6.3,4,"Comedy,",,,"en,","CA,",0,,"short,",7,5,"Tom Cavanagh,"
Nightshooters,en,False,0,/kMrlUnbJY9oI6ptE8FV5wNwMVMn.jpg,,529362,tt7652452,"A film crew led by stuntman Donnie come to witness a Gangland hit, and have to fight for their lives to survive the night.",3.209,/8m6ykVZAF7XSNjVwFi7AlXS7X6z.jpg,2018-07-27,0,101.0,Released,Two crews. One film. Lots of bullets.,Nightshooters,False,8.0,2,"Action,Thriller,","White Hot Productions,Nowhere Fast Productions,Mop Media,",,"en,","GB,",0,,"martial arts,",22,24,"Marc Price,"
Hot Wheels: 50th Anniversary Special,en,False,0,/sIeF9X5qQhV4SYmCO8wdvDv0Drq.jpg,http://www.history.com/specials/hot-wheels-50th-anniversary-special,535146,,"Hot Wheels and Bobcat Studios are partnering to celebrate the 50th anniversary of the most popular — and disruptive — toy in the world, Hot Wheels.",3.198,,2018-07-12,0,50.0,Released,,Hot Wheels: 50th Anniversary Special,False,0.0,0,"Documentary,","History Films,",,"en,","US,",0,,"history,",0,0,"Marc Price,"
Interrail,fr,False,0,/9moAM8xALHETNWUW1oi8PfELMxa.jpg,,516780,tt7543888,,2.342,/5wHG9ZKGrNwD71H66UOBlibYodc.jpg,2018-07-11,0,,Released,,Interrail,False,5.6,41,"Comedy,",,,"fr,","FR,",0,,,9,3,"Carmen Alessandrin,"
Tafanos,en,False,0,/68SGXtIsShugxdJEKDfQmye71ve.jpg,,534023,tt8611016,,2.271,/nPuU4Zn3YjI1m5yGqMXdAzaXAA5.jpg,2018-07-05,0,90.0,Released,,Killer Mosquitos,False,4.1,21,"Horror,Comedy,",,,,,0,,,10,4,"Riccardo Paoletti,"
Vierges,fr,False,0,/4BZgsUCvybwxp1MxrjvIV0kYlME.jpg,,510111,tt7176472,"Teenage Lana is languishing in her run-down hometown on Israel’s sun-soaked north coast—until an older, attractive writer arrives with tales of a mermaid sighting off the shore of the declining resort town.",1.6,/4HVBt47F1LU0tlC5AyK6hEOnZ1Y.jpg,2018-07-25,0,90.0,Released,,Virgins,False,8.1,8,"Drama,","Avenue B Productions,United King Films,Frakas Productions,Eurimages,",,"he,","IL,",0,,"coming of age,teenage girl,",5,6,"Keren Ben Rafael,"
Lucy's Tale,en,False,0,/hVRFYsAi6ZPukiyjqXVM6wWQBfr.jpg,http://www.chelsealupkin.com/lucy,532756,tt8040344,Lucy begins to realize she is not like the other teens in school.,1.35,/gRHLwwGtki027AI1C08wGuJbkWU.jpg,2018-07-21,0,17.0,Released,,Lucy's Tale,False,6.0,2,"Horror,Fantasy,Drama,",,,"en,","US,",0,,"short,",6,4,"Chelsea Lupkin,"
The Story of Jonah — A Lesson in Courage and Mercy,en,False,0,/u05O99MNxQ6L9ooJ9rJCyAnGTx3.jpg,,524406,,,1.916,/UE5AYDVYRK2YUanWAzhYzG19M9.jpg,2018-07-10,0,,Released,,The Story of Jonah — A Lesson in Courage and Mercy,False,9.0,2,"Drama,Adventure,History,",,,"de,en,",,0,,"bible,",0,0,"Chelsea Lupkin,"
ルパン三世 ルパンは今も燃えているか?,ja,False,0,/7g7U4cNYQ8pqSjppXy1XEHSisvH.jpg,,567767,tt7775410,A memorial anime episode to celebrate the 50th anniversary of Monkey Punch's Lupin the Third manga series.,2.916,/46uUHRErJmgRfcXnGA6jxGDOgLr.jpg,2018-07-25,0,27.0,Released,A 50th anniversary project.,Lupin the Third: 50th Anniversary Special - Is Lupin Still Burning?,False,7.0,2,"Action,Adventure,Comedy,Crime,Animation,","TMS Entertainment,",,"ja,","JP,",0,,,5,4,"Jun Kawagoe,"
コード・ブルー –ドクターヘリ緊急救命–,ja,False,1250000,/1M9UGV96kLpUXqyrmKxDkwWOcv8.jpg,http://codeblue-movie.com/,497333,tt7731512,"A medical team is dispatched to the patients on a helicopter to provide medical care in the field as soon as possible. One day, four young physicians are assigned to this latest medical system. The doctors experience traumatic medical situations, deal with personal ambitions, witness the fragility of life, and they grow personally and professionally.",2.216,/m4FfgO8cU5pZuaKedyYtJ44ouWE.jpg,2018-07-27,0,127.0,Released,,Code Blue: The Movie,False,6.3,3,"Action,Adventure,","Toho Company, Ltd.,Fuji Television Network,",,"ja,","JP,",0,,"medical drama,",17,2,"Masaki Nishiura,"
The Missing Link,en,False,0,,http://missinglinkfilm.com,536849,tt1838708,"A movie about a Gay Caveman... When an unexpected outsider arrives in their camp, a microcosmic group of cave men and women find their world turned upside down by this mysterious stranger's evolved ways. When the women decide to leave camp until they receive better treatment, the cave men must turn to the evolved stranger to help them change their ways to get their women back.",2.204,/ekSKUGyBNsRq35NW0kmxNVParUc.jpg,2018-07-01,0,96.0,Released,A Stone Age Fairy Tale,The Missing Link,False,0.0,0,"Comedy,","Two Bit Picture Show,",,"en,","US,",0,,"stone age,",11,7,"Markus Innocenti,"
In Reality,en,False,0,/yOw6lGEucsXBiVBq95V4n8sEDN5.jpg,https://www.inrealityfilm.com/,561773,tt6106980,"Ann is consumed by the fantasy of finding true love. Just when she thinks she's found it, she is friend-zoned. The disappointment of rejection sends her into an obsessive downward spiral that tests the limits of her sanity and the strength of her closest friendship. In order to reclaim her bearings on reality, she confronts her overgrown fantasies by making a film about the experience. The result is a vulnerable, hilarious, and vibrantly stylized investigation of love.",2.658,/5GqYy2Ra8MEyzxqvSjRro5BMGiI.jpg,2018-07-28,0,95.0,Released,Enter the Fantastical Mind of a Young Woman In Love,In Reality,False,6.5,2,"Romance,Comedy,Fantasy,","Lumanova Pictures,Lunamax Films,Movie Time Picture Company,Super Deluxe,",,"en,","US,",0,,,5,1,"Ann Raffaela Lupo,"
Family Vanished,en,False,0,,,549253,tt8660842,A happy family returns from a vacation to find their home invaded by a criminal family and must fight for survival.,2.674,/vged18BBC2LkG4vPF1EGef0s7KD.jpg,2018-07-06,0,83.0,Released,,Family Vanished,False,4.8,11,"Thriller,",,,"de,en,",,0,,,10,3,"Robert Malenfant,"
화끈한 홈서비스,ko,False,0,,,570541,,Jong-hyun falls in love with a Thai woman and must save her when she is in danger.,2.95,/iSPAbOo6lYoKBI3alXe0ldiavHx.jpg,2018-07-25,0,92.0,Released,,Fantastic Home Service,False,10.0,1,,,,"ko,","KR,",0,,,5,1,"NS. Tak,"
The Decadent and Depraved,en,False,75000,/3QcGJCz8Zgr9gzCHooAgALPgk8m.jpg,http://www.princewrightproductions.com,538107,tt7744192,"In a remote and dark place in the outback of Western Australia, the wanted man Leon Murphey (Ben Mortley) leaves his family in a bid to ensure their safety. While being transported by Captain Dalton (Michael Muntz), Leon's daughter is captured by the cruel Maitland (Steve Turner). The journey soon becomes a chaotic tale of revenge and murder within the ever-changing terrain of Western Australia.",2.332,/q9TZrmS1Gx9yryxAOR2LhpIn9Pr.jpg,2018-07-04,0,100.0,Released,Can a moral man maintain his conscience in an immoral world.,The Decadent and Depraved,False,0.0,0,"Action,Adventure,Comedy,","Prince-Wright Productions,",,"en,",,0,,,22,43,"Jordon Prince-Wright,"
Nature - Unsere Welt in 4K,de,False,0,/qcSI9jiumGXiIadUD0ivl9SUCVr.jpg,http://www.littlebrotherfilms.de/,578537,,This unique Documentary was produced in 2 years in the most beautiful places on earth.,1.33,/jME8MvNYgYje5iF5zMMcxdMMQrC.jpg,2018-07-01,0,49.0,Released,,Our Nature,False,0.0,0,"Documentary,","Little Brother Inc.,",,"de,en,","DE,",0,,,0,0,"Jordon Prince-Wright,"
धड़क,hi,False,0,/cUCUFjkXJlFyTFcVb4eJ99b9b7z.jpg,,504080,tt7638344,"Madhukar and Parthavi fall head over heels in love with each other, but the fact that they belong to different castes of society, becomes an obstacle in their romance. The lovers dare to go against societal norms and battle all odds for the sake of love.",2.073,/vIVKzzPA7hrSZpEwofB7Luo83kO.jpg,2018-07-20,0,138.0,Released,,Dhadak,False,7.6,28,"Romance,Drama,Comedy,","Zee Studios,Dharma Productions,",,"hi,","IN,",0,,"caste system,honor killing,",14,23,"Shashank Khaitan,"
Just Another Immigrant: Romesh at the Greek,en,False,0,,http://www.sho.com/titles/3462542/just-another-immigrant-romesh-at-the-greek,538726,tt8726554,"Romesh Ranganathan, a successful comedian in England, moves his entire family to Los Angeles to pursue his lifelong dream of making it as a stand-up comedian in America. He then takes the drastic, and possibly foolish, step of performing his first ever U.S. stand-up show at the six-thousand seat historic Greek Theater.",1.831,/2FMzwdmlcxEvwL1SEnla4kS7wLC.jpg,2018-07-27,0,54.0,Released,,Just Another Immigrant: Romesh at the Greek,False,0.0,0,"Comedy,","Showtime Networks,",,"en,","US,",0,,"immigrant,comedian,stand-up comedy,",1,2,"Benjamin Green,"
Amazed By You,en,False,0,/uW4lO96a3NUif5o9x3AzgQqW3eB.jpg,https://www.christiancinema.com/digital/movie/amazed-by-you,540548,tt6659930,"The Faith Club (original title) What happens when “City Slicker” Christian Andrews is thrown into a Cowboy World filled with five sisters, two bullies, a whole lot of cattle, one grungy dog and a woman who runs it all, with only his Faith to guide him through it? You'll be amazed by this charming story that celebrates LIFE after LOSS. Five diverse kids formed THE FAITH CLUB as children and 10 years later, after one of their group passes away at an untimely death, they meet at the Dude Ranch that he worked at and rediscover their faith and the hope they all shared in the past trying to resurrect a dream their fallen comrade had.",2.895,/9zr0po0JyU5m5f9KRVccGDfPSpy.jpg,2018-07-11,0,116.0,Released,It's Time to Believe,Amazed By You,False,7.5,2,"Family,","Avondale Pictures,Cornerstone Ministries,Filmlook Media Group,Rincon Media Group,",,"en,","US,",0,,,6,4,"Mark Hannah,"
Down for Whatever,en,False,0,/fbILSTqViAiKnaYqecINCRRZJ3Y.jpg,https://tvone.tv/show/down-for-whatever/,537244,tt7859012,A young and successful doctor is shocked to learn her two sisters are suspected of killing a cop.,2.051,/lFdpUUpfeMGOamFfl2JCwKktD54.jpg,2018-07-22,0,45.0,Released,,Down for Whatever,False,0.0,0,"Action,","TV One,",,"en,","US,",0,,,28,0,"Mark Hannah,"
TWICELAND – The Opening – Encore,en,False,0,/zyckY8GonvfiZ4IbgxGGva96OQK.jpg,,543056,,Twiceland – The Opening – Encore shows the encore concert of South Korean girl group Twice's first tour,1.826,/aOxLz4jxyxRbTR4vJgJxpQlROCk.jpg,2018-07-03,0,195.0,Released,,TWICELAND – The Opening – Encore,False,0.0,0,"Music,",,,"ko,",,0,,"concert,k-pop,",9,0,"Mark Hannah,"
29 to Life,en,False,0,/1kFxC8KyJaim9bV8Yf6OpjMpzS6.jpg,,526934,tt6368508,Coming of age story about a young adult who is living out of his car and his journey to get his life together.,2.412,/qpQnV4EM5ayLZbNUtbm8HtEifT7.jpg,2018-07-25,0,100.0,Released,,29 to Life,False,5.3,3,"Comedy,Drama,",,,"en,","US,",0,,"coming of age,living in car,",3,2,"Alex Magaña,"
Poor Boy,en,False,0,/ppBoFKZj5j5FgBJkShpRErTlmdS.jpg,,528095,tt7335008,"A little boy announces on his seventh birthday that he is a stranger named Danny, a grown man who died seven years earlier.",2.766,/4w06FbwSZzLzq93BsfTS7TS8izJ.jpg,2018-07-13,0,104.0,Released,Beyond blood. Beyond bounds. Beyond belief.,Poor Boy,False,7.5,2,"Drama,","Wildheart Films,Aquarius Films,",,"en,","AU,",0,,"secret,loss,stranger,",6,6,"Guy Pearce,"
Equinócio,pt,False,0,/dDhWuIWCdpKAhfW4HR78bd7qug9.jpg,,536580,tt7795478,"I think I'll remember you, everything, but I'm not sure.",1.176,/hK2uui9Cd9nqvrvrE5CHH9JuHvl.jpg,2018-07-19,0,19.0,Released,,Equinox,False,0.0,0,"Drama,","Arquipélago Filmes,",,"pt,","PT,",0,,,3,8,"Ivo M. Ferreira,"
スティルライフオブメモリーズ,ja,False,0,/y139noHnLcmUBRJWsS5G02ow5dl.jpg,,535618,tt8679036,"Haruma is an up-and-coming photographer who is getting full exposure at a photo exhibition in a Tokyo photo gallery. Rei, a beautiful curator at the Yamanashi Prefectural Art Museum, is fascinated by the photos she sees and calls Haruma to request a photo-shoot with an intimate part of herself as the subject. The only rules to this shoot are that no questions must be asked and Rei will be given the negatives. Haruma is initially surprised but goes along with the job, however, Haruma’s pregnant girlfriend Natsuki grows frustrated over being kept in the dark about their work and jealousy develops in their relationship as passions blow up.",1.96,/kqL9PwGn58tiV6zv4AAS3FyP9de.jpg,2018-07-21,0,107.0,Released,,Still Life of Memories,False,0.0,0,"Drama,Romance,","Omuro Pictures,Film Bandits,",,"ja,","JP,",0,,"based on novel or book,photographer,",8,12,"Hitoshi Yazaki,"
Kabir Azabı,tr,False,0,,,527759,tt7979510,,1.564,/vSPoarrbwSbxRqQzaym3CR1248f.jpg,2018-07-27,0,0.0,Released,,Kabir Azabı,False,0.0,0,"Horror,","The Hub Project,",,,"TR,",0,,,0,2,"Arkin Aktaç,"
Juan y Vanesa,es,False,0,/qzwIv6qifZxgMcfOYy0K0vljmDt.jpg,,512383,tt2395271,"When Juan, a 35-year-old truck driver learns he has a daughter, he decides to become responsible. He quits alcohol and takes one last chance at his job, to deliver various goods to Mexico City. At a gas station, Vanesa, a Mexican Lolita with pink-dyed hair convinces Juan to let her go with him. A rebellious teenager and a broken man start a journey where they confront each other and their own demons only to realize that this strange encounter can awake something unexpected and beautiful in them.",2.744,/xBYUrsobETonj3aaLgTQR1frUkV.jpg,2018-07-28,0,90.0,Released,,Juan And Vanesa,False,7.0,3,"Drama,","Arte Mecánica,Artepepan Films,Terminal,",,"es,","MX,",0,,,8,2,"Ianis Guerrero,"
Para sempre Chape,pt,False,0,/naIpmvpiG7JbDefLlikR2Uc6uP2.jpg,,540136,tt8788634,"In the wake of the plane crash that claimed the lives of 71 people, the Brazilian soccer club Chapecoense seeks to rebuild the team that made history.",1.88,/8DZtGVo5s8GEGETigUhogNw1Wxr.jpg,2018-07-30,0,73.0,Released,,Forever Chape,False,6.4,12,"Documentary,",,,"pt,","UY,",0,,,0,2,"Luis Ara,"
The Muppets Take The O2,en,False,0,,,676258,tt8765306,"The Muppets Take the O2 is a live stage show starring the Muppets performed at the O2 Arena in London in July 2018. The show is a follow-up to 2017's performance at the Hollywood Bowl, reprising many of the same acts.",1.839,,2018-07-13,0,109.0,Released,,The Muppets Take The O2,False,10.0,1,,"CPS,",,"en,","GB,",0,,,38,13,"Kirk R. Thatcher,"
Never Can Say Good-bye,en,False,0,,http://cproduction5.wix.com/cosmos-productions-#!page2/cjg9,297548,,"Have you ever met someone and suddenly felt love or hate? Did you wonder why? What if you had forgotten the reason? Would you want to remember if it could save you life?  Elizabeth was asked by her mentor to teach a writing course at a small college.  Since she never forgets a kindness, she reluctantly agrees.  Arriving in town, she instantly regrets her decision.  She wants to run, but she is honor bound to stay.  Even as the ghost of a small child begs her to forgive, the memories of another time arouse feelings of hatred that she doesn't understand and cannot control. When she meets Shane, all of their lives are thrown onto a dangerous collision course from which they can neither run, nor can they hide.  The question is, ""Can they overcome their tragic past or will they be doomed to repeat it?""  Love can be a blessing or the curse that destroys a town.",1.854,/6VsPCriuPknJHmPqzW7uHXRO90h.jpg,2018-07-10,0,120.0,Released,Love can be a blessing or a curse.,Never Can Say Good-bye,False,0.0,2,"Thriller,Fantasy,Horror,Romance,","Cosmos Productions,",,,"US,",0,,"reincarnation,paranormal,revenge plot,eternal love,",7,4,"Armand Mastroianni,"
Auf der Suche nach Ingmar Bergman,de,False,0,/lEuhnoymnI8JtJbHrKA1CcN25OC.jpg,http://bergman.oscilloscope.net,522866,tt6210160,"A meaningful account of the personal and professional life of the great Swedish filmmaker Ingmar Bergman (1918-2007) that explores his film legacy, with interviews with his closest collaborators and a new generation of filmmakers.",1.821,/2khvUbOVJ4TPFZ8fcXllFF9zGPf.jpg,2018-07-12,0,95.0,Released,,Searching for Ingmar Bergman,False,5.6,7,"Documentary,","C-Films Deutschland,Mondex & cie,",,"en,fr,de,es,sv,","FR,DE,",0,,"movie business,portrait of an artist,portrait of a filmmaker,cinema on cinema,",19,17,"Margarethe von Trotta,"
The Rise and Fall of Nokia,en,False,0,/txvSQR2k5vO9RKo11gKqzxxZ4n8.jpg,https://www.bbc.co.uk/programmes/b0b9kj80,541548,tt8717008,"How small, idealistic, Finnish company, Nokia, became the global leader in cell phone technology only to become drunk with success, lose its visionary style of leadership and completely fail to predict the rise of its death knell, iPhone.",2.499,/f8U3Q4oKuwJeMbwZw2h2G7f4lO8.jpg,2018-07-10,0,59.0,Released,,The Rise and Fall of Nokia,False,6.6,7,"Documentary,","BBC Four,Spiegel TV,",,"de,en,fi,","GB,",0,,"technology,cell phone,nokia,",0,1,"Arto Koskinen,"
Unquiet Graves,en,False,103859,,https://www.unquietgraves.com/,587461,tt5236920,This feature-length documentary investigates the role the British government played in the murder of over 120 civilians in Counties Armagh and Tyrone from July 1972 to 1978.,1.097,/75XNC46EMfOB8ifamMR8NrWdPkS.jpg,2018-07-15,0,75.0,Released,The story of the Glenanne Gang,Unquiet Graves,False,9.0,2,"Documentary,","Relapse,",,"en,","IE,",0,,"northern ireland,ireland,collusion,the troubles,",4,17,"Sean A Murray,"
American Experience: The Island Murder,en,False,0,,,602963,,"In the waning days of summer 1931, Honolulu's tropical tranquility was shattered when a young Navy wife made a drastic allegation of rape against five nonwhite islanders. What unfolded in the following days and weeks was a racially-charged murder case that would make headlines across the nation, enrage Hawai'i's native population, and galvanize the island's law enforcers and the nation's social elite.",1.846,/ctfjNZu7MvMDY0kOgOhEprVmIWT.jpg,2018-07-19,0,0.0,Released,Was it an act of honor — or revenge for a crime never committed?,American Experience: The Island Murder,False,6.0,2,"Documentary,",,,"en,",,0,,,0,2,"Michael Chin,"
Coco y Raulito: Carrusel de ternura,es,False,0,/s5X6LXqC3Q7rReRk6Gfcmo4tE2k.jpg,https://www.netflix.com/title/80192135,538657,tt7607498,"A study in contrasts, comedy partners and good friends Coco Celis and Raúl Meneses alternate separate stand-up sets for double the laughs.",1.564,/qI54gmqqeMHvks3wISPIZL4GCxE.jpg,2018-07-28,0,56.0,Released,"comedy, stand-up",Coco y Raulito: Carrusel de ternura,False,7.0,1,"Comedy,",,,"es,",,0,,"stand-up comedy,",2,2,"Jan Suter,"
World's Tiniest Masterpieces,en,False,0,/hqEhAQPyckBalgDiawdoqZGoh60.jpg,https://www.channel4.com/programmes/worlds-tiniest-masterpieces,535916,tt8702802,"Miniaturist sculptor Willard Wigan makes artworks often only visible through a microscope. Can he carve a carpet fibre, then place it inside a human cell?",1.782,/gfCuYsSl6ILJD2r2Mt46xd8YOAX.jpg,2018-07-08,0,47.0,Released,,World's Tiniest Masterpieces,False,0.0,0,"Documentary,","Channel 4 Television,",,,"GB,",0,,,2,1,"Kenny Scott,"
"Mistress, Mercy",en,False,0,,,535500,tt7716494,This docu-drama dives beneath the sensational headlines to unravel the truth about a murder case that rocked New Zealand and catapulted teenage dominatrix Renee Chignell and cricket umpire Peter Plumley Walker into the national consciousness.,1.281,,2018-07-15,0,,Released,,"Mistress, Mercy",False,0.0,0,"Drama,","The Gibson Group,",,,"NZ,",0,,"new zealand,dominatrix,murder,",10,4,"Mike Smith,"
Prince: Sexy Mother F*****,en,False,0,,,537053,,,1.738,/n9Qym7X7hlYP1hOHxwiDs0IJ3OZ.jpg,2018-07-20,0,,Released,,Prince: Sexy Mother F*****,False,0.0,0,"Documentary,Music,","ARTE,Westdeutscher Rundfunk,",,"en,","DE,",0,,,0,14,"Oliver Schwabe,"
Postcards from the 48%,en,False,0,,http://postcards48.eu/,511457,tt6290122,"This is a film made by the some of the 48% who voted Remain. The film is of the 48% and for the 48%. It is their story, feelings and reasons for remain, made totally from their perspective.",2.03,/bqdW9B7MAQPJzGy2UoreeFesSYI.jpg,2018-07-06,0,110.0,Released,,Postcards from the 48%,False,0.0,0,"Documentary,","Guerilla Docs,Postcard Films,",,"en,","GB,",0,,"brexit,",11,16,"David Wilkinson,"
தமிழ் படம் 2.0,ta,False,0,/nyJL8iZrESnmjpD0zIrmuuyI5X5.jpg,,527833,tt7329602,A stringent cop tries all the possible ways to nab a dreaded don who poses a big threat to the society.,1.52,/muDTWWwJo3eaRefQ2uTPdo7prfW.jpg,2018-07-12,0,145.0,Released,,Tamizh Padam 2,False,5.9,8,"Comedy,","Y NOT Studios,",Thamizh Padam Collection,"ta,","IN,",0,,"spoof,",17,26,"C. S. Amudhan,"
The Infinite Monkey Cage: 100th Episode TV Special,en,False,0,/bY7xH1H1hS6UhvxBhxHSsCXq0yq.jpg,https://www.bbc.co.uk/programmes/p06dmygk,576672,tt8924962,"Brian Cox and Robin Ince celebrate the 100th episode of their hit science/comedy show, by inviting some very well known monkey cage alumni to join them. Brian Blessed, Eric Idle, Katy Brand, Dave Gorman and Andy Hamilton (to name a few) take to the stage to consider what has been learnt since Episode 1, back in November 2009. Joining them are science royalty, including Alice Roberts, American astrophysicist Neil De Grasse Tyson, Prof Sue Black and Prof Fay Dowker, to look at the big scientific discoveries that have happened in the time since Brian and Robin first hit the airwaves.",1.734,/j47wxrbmGv9Ah7tMO77lXUmry4k.jpg,2018-07-13,0,42.0,Released,,The Infinite Monkey Cage: 100th Episode TV Special,False,0.0,0,"Comedy,",,,"en,","GB,",0,,"science,podcast,",3,0,"C. S. Amudhan,"
One Million American Dreams,en,False,0,,https://www.onemillionamericandreams.com,569668,tt7957608,The story of one of New York's darkest secrets: An island where one million American souls are buried. Those who fell through the cracks of the American dream buried by prisoners from Rikers Island.,1.734,/gJHGhx83AqzCHYfDq67DzZLg5Xa.jpg,2018-07-13,0,90.0,Released,Searching for hope on an island of lost souls,One Million American Dreams,False,6.0,1,"Documentary,","Fine Point Films,",,,"IE,",0,,,0,7,"Brendan J. Byrne,"
Sunset Society,en,False,0,/7oRga1tpG3zrbII9GAjBYZhLhPR.jpg,,534321,tt7385836,"Welcome to the world of the Sunset Society, a secret organization in Hollywood where parties are held, musicians gather and blood flows freely! Ace (Lemmy from ""Motorhead"") is the head vampire in charge who likes to keep the fun going while keeping the profile low. However, due to a few rebels in his midst, humans are starting to catch on to his vampire ways.",1.53,/6k23CyhjRcwniYbPm34mJPwLLk6.jpg,2018-07-27,0,90.0,Released,,Sunset Society,False,0.0,0,"Horror,",,,,,0,,,11,2,"Phoebe Dollar,"
Frozen Sasquatch,en,False,0,,,619704,tt8736994,Scientists investigate mysterious disappearances at a research base where it has been reported a savage creature was spotted.,1.28,/40I7Dh78lgfxC28jnMnzP2rOAqV.jpg,2018-07-19,0,73.0,Released,,Frozen Sasquatch,False,0.0,0,,,,,,0,,,8,1,"Mark Polonia,"
Couples' Night,en,False,0,,,537938,tt6170202,"A mid-western couple is transferred to Washington DC for work and meet the neighbors, a super-intense couple. As their friendships develop, confusion unfolds in this country mice meet city mice adventure.",1.276,/wx9tshqoXjjWLiZZACeeSHlOS1R.jpg,2018-07-04,0,0.0,Released,,Couples' Night,False,0.0,0,"Comedy,Romance,",,,,,0,,,8,2,"Mark Harris,"
Mulheres Alteradas,pt,False,535000,/9Z4QdLmocFAnnFGNrEiSWaoc5Uy.jpg,http://globofilmes.globo.com/filme/mulheres-alteradas/,522168,tt7867358,"Leandra is in her mid-30s: she wants to get married and have children, but she does not have a boyfriend. Her sister, Sonia, is married and has two children, but all she wants is a night of fun with her best friend, Marinati - a workaholic lawyer who went to fall in love just when her career is on the rise. Marinati is Keka's boss, who is looking forward to the trip she's scheduled to save her marriage.",1.726,/ynauMHrCs9KIZx5tTPf0LFYSdp6.jpg,2018-07-05,0,87.0,Released,,Mulheres Alteradas,False,6.4,15,"Comedy,","Globo Filmes,O2 Filmes,Downtown Filmes,Paris Filmes,",,"pt,","BR,",0,,"relationship,mid-life crisis,",40,8,"Luis Pinheiro,"
Killer Caregiver,en,False,0,,,543322,tt7842764,"After a woman is wounded in an accident, a young and attractive live-in caregiver moves into her home where strange and dangerous events unfold until the woman discovers her caregiver is hell-bent on destroying her life.",1.776,/cd7Ni5B63QOIullvBjo4DrEpVGB.jpg,2018-07-13,0,0.0,Released,,Killer Caregiver,False,0.0,0,"TV Movie,Thriller,",,,"en,",,0,,,5,2,"John Murlowski,"
മറഡോണ,ml,False,0,/wr33PH3Djk1ZSksNdnHgGNNtjbF.jpg,,466961,tt7146028,"Maradona, a young man, due to some dangerous situations, moves out of his hometown and reaches Bangalore to stay with his distant relatives. However, during his stay there, his situation worsens further.",1.795,/xKiLizbettaebsSczDXbQjnI5Fw.jpg,2018-07-27,0,148.0,Released,,Maradona,False,6.2,9,"Action,Comedy,Thriller,","Mini Studios,",,"kn,ml,ta,","IN,",0,,,10,3,"Vishnu Narayanan,"
Crossmaglen,en,False,0,,,465005,tt7025710,"In the aftermath of The Troubles in Northern Ireland, Conor Hurt confesses his involvement in the IRA to a reporter who is more involved in Conor's past than she realizes.",1.582,/vLpL5OwxkEx8pJNKesQr0jJObym.jpg,2018-07-13,0,18.0,Released,"""...had you seen your family killed as a child, would you carry on?""",Crossmaglen,False,10.0,2,,,,,,0,,,4,2,"Beau Ferris,"
